0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Episode
0.0060504274,-0.10528117,0.04470475,0.07742058,0.009123001,1.8626451e-09,0.0036341315,0.0933967,-0.02235866,0.016871687,-0.0035812594,1.8626451e-09,0.0039682183,0.001495041,-0.058125593,4.656613e-10,0.0,0.0,0.004184707,-0.0200351,3.7252903e-09,0.0,-3.7252903e-09,-9.313226e-10,1
-0.0012084679,0.117560014,-0.051788554,-0.09479485,-0.011733662,1.8626451e-09,-1.6483682e-05,-0.11079234,0.037885,-0.020970315,0.0043195523,-1.8626451e-09,0.00063974387,0.00023273006,0.07231131,0.0,0.0,0.0,0.0008193007,0.023721732,3.7252903e-09,-1.8626451e-09,-3.7252903e-09,1.8626451e-09,2
0.0036825133,0.099435166,-0.046779916,-0.08671922,-0.010177143,-1.8626451e-09,0.0021398175,-0.09748452,0.04445538,-0.01887757,0.0038633347,0.0,0.0053943093,-0.0005216859,0.06602365,0.0,3.7252903e-09,0.0,0.0057572788,0.021553684,-1.8626451e-09,-1.8626451e-09,-3.7252903e-09,-9.313226e-10,3
-0.0053660143,0.12581666,-0.047699243,-0.087712646,-0.009117808,0.0,-0.002124996,-0.11610524,0.02374297,-0.020462455,0.0048066936,-5.5879354e-09,-0.005491983,0.0031095594,0.070693046,9.313226e-10,3.7252903e-09,0.0,-0.0051940475,0.025587779,-3.7252903e-09,0.0,0.0,0.0,4
-0.000807015,0.1009445,-0.055862516,-0.09042232,-0.007976774,-1.8626451e-09,-0.0026724187,-0.09397599,0.039065905,-0.019528953,0.0032108948,-1.8626451e-09,-0.00087317824,-0.0006975718,0.06720029,0.0,-3.7252903e-09,0.0,-0.0005777618,0.021242063,0.0,1.8626451e-09,1.8626451e-09,-1.8626451e-09,5
0.00722726,0.11216478,-0.041243125,-0.08747271,-0.01077535,7.450581e-09,0.004592644,-0.11884483,0.04252087,-0.021430448,0.0045646317,0.0,0.005654542,0.0072086193,0.073982045,0.0,0.0,0.0,0.0058725905,0.022388652,0.0,0.0,0.0,0.0,6
0.005047761,-0.100936435,0.041951902,0.069137424,0.006038405,1.8626451e-09,0.004961643,0.09234105,-0.017662968,0.016075617,-0.0039463975,0.0,0.0060654385,-0.002061393,-0.05599976,-4.656613e-10,0.0,0.0,0.006450209,-0.017576244,-1.8626451e-09,0.0,5.5879354e-09,9.313226e-10,7
-0.003643963,-0.090186656,0.03569237,0.07144404,0.008418109,-1.8626451e-09,-0.0020975892,0.09174135,-0.032870486,0.016746236,-0.003884416,1.8626451e-09,-0.0037501245,-0.0025387593,-0.05775273,-1.1641532e-10,3.7252903e-09,0.0,-0.003614828,-0.018856011,-3.7252903e-09,1.6298145e-09,1.8626451e-09,0.0,8
-0.004513341,0.122051224,-0.057269506,-0.094511405,-0.008700777,0.0,-0.0048821615,-0.110947646,0.031841513,-0.020861942,0.0043445267,-1.8626451e-09,-0.0045016985,0.00036970153,0.07197325,0.0,0.0,-4.1909516e-09,-0.0046052244,0.023683254,-1.8626451e-09,-2.3283064e-10,0.0,0.0,9
-0.0013638991,-0.09223605,0.03736604,0.06969305,0.007215701,0.0,5.094478e-05,0.09246003,-0.027259823,0.016802127,-0.0035422146,0.0,6.2157487e-06,-0.004139073,-0.057851776,4.656613e-10,0.0,9.313226e-10,0.00021661009,-0.01750898,-9.313226e-10,0.0,0.0,0.0,10
-0.0018486741,0.10222511,-0.056069843,-0.09056784,-0.0065566935,-9.313226e-09,-0.0023701037,-0.092097364,0.037506726,-0.01925599,0.0027623065,-3.7252903e-09,-0.0009931147,-0.0023432784,0.06678131,5.820766e-10,0.0,-5.820766e-11,-0.001166878,0.02440966,-1.8626451e-09,0.0,0.0,0.0,11
-0.00022028311,0.119272694,-0.045062892,-0.08654539,-0.008531798,-7.450581e-09,0.0020626322,-0.1176852,0.029511578,-0.021604877,0.0036950782,7.450581e-09,-0.0029131314,0.00898451,0.0753008,0.0,0.0,0.0,-0.0023513578,0.024150189,0.0,0.0,-3.7252903e-09,0.0,12
-0.002022025,0.106383264,-0.056045152,-0.090613715,-0.0061117634,0.0,-0.003461382,-0.096806586,0.035609845,-0.019748284,0.0032924786,3.7252903e-09,-0.0019292193,-0.0013596788,0.06813902,-9.313226e-10,0.0,0.0,-0.002242269,0.024894007,-3.7252903e-09,2.3283064e-10,-3.7252903e-09,0.0,13
0.0037302645,0.111825354,-0.04642503,-0.08707717,-0.008343242,3.7252903e-09,-1.6769343e-05,-0.11415804,0.037894756,-0.02092332,0.004682988,0.0,0.001992417,0.004436169,0.07171897,1.0477379e-09,3.7252903e-09,0.0,0.0018140387,0.02301452,0.0,-2.3283064e-10,0.0,-1.8626451e-09,14
0.00789955,-0.1014733,0.039374046,0.063723505,0.0050932057,-1.8626451e-09,0.006655502,0.08946502,-0.010824611,0.014661984,-0.004303362,-1.8626451e-09,0.008255288,-0.00044712797,-0.051297083,4.656613e-10,3.7252903e-09,0.0,0.008545106,-0.01838561,-9.313226e-10,-1.8626451e-09,0.0,0.0,15
0.008120481,0.10165813,-0.040338233,-0.08054802,-0.007393159,-7.450581e-09,0.0012143438,-0.10857557,0.042399213,-0.019403286,0.00486489,-3.7252903e-09,0.006317606,0.0041742213,0.06664798,0.0,3.7252903e-09,0.0,0.0064141518,0.022833116,0.0,1.8626451e-09,0.0,0.0,16
0.002895963,0.11644379,-0.040720712,-0.08979748,-0.01361347,0.0,0.006696663,-0.11941572,0.03496529,-0.022470271,0.004204087,1.8626451e-09,0.0027676853,0.0066121556,0.07712439,1.1641532e-10,0.0,0.0,0.002563077,0.022290569,-3.7252903e-09,-2.3283064e-10,3.7252903e-09,0.0,17
-0.0006080052,-0.09072778,0.04735735,0.07697358,0.0053665116,1.8626451e-09,0.0036907382,0.08758302,-0.032436237,0.017518265,-0.0036464855,0.0,0.0013671739,-0.0014350973,-0.05967118,0.0,0.0,0.0,0.0012013123,-0.01947873,1.8626451e-09,0.0,-3.7252903e-09,-9.313226e-10,18
0.002346255,0.115800105,-0.045248814,-0.09322631,-0.013483841,-3.7252903e-09,0.0041103037,-0.114183806,0.04066532,-0.021450978,0.0050056577,-3.7252903e-09,0.004705077,0.0011445433,0.073726386,0.0,0.0,-2.7939677e-09,0.0046873298,0.024116494,-9.313226e-10,-1.8626451e-09,0.0,-3.7252903e-09,19
-0.0087961275,0.13129608,-0.05537182,-0.09227878,-0.008852713,0.0,-0.0070605543,-0.11663919,0.023234192,-0.020612258,0.0052358024,0.0,-0.008060589,-0.0003491789,0.07058905,-9.313226e-10,0.0,0.0,-0.007832212,0.025623932,0.0,-1.8626451e-09,0.0,-1.8626451e-09,20
0.00022725148,0.101143524,-0.051588915,-0.089523315,-0.008485094,1.8626451e-09,0.00047026548,-0.09422736,0.04101403,-0.0192288,0.0032349862,3.7252903e-09,0.0024657121,-0.0027234927,0.06691494,-4.656613e-10,3.7252903e-09,-3.7252903e-09,0.0023724805,0.024357632,9.313226e-10,1.8626451e-09,3.7252903e-09,-9.313226e-10,21
-0.00075651536,0.118880816,-0.052353323,-0.09252238,-0.0094735995,1.1175871e-08,-0.0019601062,-0.114688344,0.035209768,-0.021529356,0.0048373677,0.0,-0.0016781497,0.0031605214,0.07375869,9.313226e-10,0.0,4.656613e-09,-0.0014193018,0.023413222,-1.8626451e-09,2.3283064e-10,3.7252903e-09,1.8626451e-09,22
-0.00095058273,-0.093849465,0.039858855,0.07473665,0.008337967,0.0,-0.0004535182,0.091957465,-0.03089736,0.01738085,-0.0038794428,-1.8626451e-09,-0.0016473322,-0.00086400285,-0.05960601,4.656613e-10,-3.7252903e-09,0.0,-0.0013175195,-0.019868553,0.0,0.0,-1.8626451e-09,-9.313226e-10,23
0.0004931492,0.12024773,-0.04596014,-0.09358956,-0.012796294,0.0,0.0032471428,-0.11698058,0.036632024,-0.021995988,0.0048920885,0.0,0.001503098,0.0034648627,0.07528484,-9.313226e-10,-3.7252903e-09,0.0,0.0020111885,0.025072206,-3.7252903e-09,-2.0954758e-09,3.7252903e-09,0.0,24
0.0034482542,-0.10115567,0.045027643,0.077181324,0.007962815,1.8626451e-09,0.003008842,0.09311646,-0.025729872,0.017453074,-0.0038023144,1.8626451e-09,0.0029151288,-0.00017707795,-0.059967317,0.0,3.7252903e-09,0.0,0.003148474,-0.01974789,2.7939677e-09,0.0,0.0,1.8626451e-09,25
-0.0015878878,-0.09077018,0.0335259,0.0719156,0.010786891,-7.450581e-09,-0.004075974,0.089258246,-0.030014012,0.016886175,-0.003768485,3.7252903e-09,-0.0029279804,-0.0024187863,-0.057807505,0.0,0.0,-9.313226e-10,-0.0032751113,-0.019108914,-1.8626451e-09,0.0,-1.8626451e-09,-9.313226e-10,26
-0.0005545554,0.12145615,-0.044225473,-0.092158884,-0.0138977505,-3.7252903e-09,0.0036172555,-0.11809684,0.032562584,-0.022027716,0.004812576,1.8626451e-09,0.0011802544,0.0023355037,0.07523921,0.0,-3.7252903e-09,0.0,0.0008254115,0.02356005,2.7939677e-09,0.0,0.0,-1.8626451e-09,27
-0.0026089258,0.10605341,-0.05739464,-0.09347135,-0.008303437,0.0,-0.0024518152,-0.096056014,0.03821359,-0.020137219,0.003139943,1.8626451e-09,-0.0013631221,-0.0022643246,0.06934175,-4.656613e-10,0.0,-2.3283064e-10,-0.0013470782,0.02366243,-1.8626451e-09,0.0,1.8626451e-09,-1.8626451e-09,28
0.00072968635,0.107307464,-0.05301577,-0.09040615,-0.008514099,0.0,-0.0021135858,-0.10346033,0.039159007,-0.020487964,0.004215777,1.8626451e-09,6.0142018e-05,0.0011965968,0.07009267,-3.4924597e-10,-3.7252903e-09,0.0,0.00038898992,0.022225954,5.5879354e-09,0.0,-3.7252903e-09,0.0,29
-0.002185373,0.123444006,-0.047192834,-0.09236156,-0.011735328,0.0,0.0011447435,-0.11727951,0.031265825,-0.021759156,0.0048242956,3.7252903e-09,-0.0014410694,0.0030272864,0.07438792,-9.313226e-10,3.7252903e-09,-1.8626451e-09,-0.0010698948,0.025429029,-1.8626451e-09,-2.0954758e-09,0.0,0.0,30
0.00091178727,-0.09149047,0.033623077,0.06800993,0.009698834,-3.7252903e-09,-0.0018960581,0.0889187,-0.02273506,0.016446292,-0.0035122074,-3.7252903e-09,0.00024243964,-0.002401892,-0.05634893,0.0,0.0,0.0,0.0005759422,-0.017132975,9.313226e-10,0.0,-1.8626451e-09,-9.313226e-10,31
0.0032615983,-0.0986992,0.051493607,0.08076094,0.006102219,1.8626451e-09,0.0053512673,0.09059814,-0.028722275,0.018087711,-0.003737241,0.0,0.004555814,-0.0007256679,-0.06169734,0.0,0.0,0.0,0.004458769,-0.01972653,0.0,-1.8626451e-09,-3.7252903e-09,0.0,32
-0.00584687,-0.085668854,0.02990779,0.06939429,0.010577928,-3.7252903e-09,-0.005740459,0.09185606,-0.034372937,0.017057154,-0.004378449,-3.7252903e-09,-0.0072182007,-0.0023583248,-0.058153808,-4.656613e-10,-3.7252903e-09,0.0,-0.006821481,-0.01832195,-4.656613e-09,-2.3283064e-10,-3.7252903e-09,-1.8626451e-09,33
