Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
2,72.0,CartPole-v1,100000.0,0.0001,0.99,5,4
3,10.0,CartPole-v1,100000.0,0.0001,0.99,5,4
4,29.0,CartPole-v1,100000.0,0.0001,0.99,5,4
5,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
6,30.0,CartPole-v1,100000.0,0.0001,0.99,5,4
7,23.0,CartPole-v1,100000.0,0.0001,0.99,5,4
8,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
9,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
10,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
11,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
12,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
13,17.0,CartPole-v1,100000.0,0.0001,0.99,5,4
14,18.0,CartPole-v1,100000.0,0.0001,0.99,5,4
15,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
16,30.0,CartPole-v1,100000.0,0.0001,0.99,5,4
17,10.0,CartPole-v1,100000.0,0.0001,0.99,5,4
18,13.0,CartPole-v1,100000.0,0.0001,0.99,5,4
19,15.0,CartPole-v1,100000.0,0.0001,0.99,5,4
20,13.0,CartPole-v1,100000.0,0.0001,0.99,5,4
21,25.0,CartPole-v1,100000.0,0.0001,0.99,5,4
22,19.0,CartPole-v1,100000.0,0.0001,0.99,5,4
23,24.0,CartPole-v1,100000.0,0.0001,0.99,5,4
24,24.0,CartPole-v1,100000.0,0.0001,0.99,5,4
25,18.0,CartPole-v1,100000.0,0.0001,0.99,5,4
26,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
27,8.0,CartPole-v1,100000.0,0.0001,0.99,5,4
28,13.0,CartPole-v1,100000.0,0.0001,0.99,5,4
29,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
30,13.0,CartPole-v1,100000.0,0.0001,0.99,5,4
31,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
32,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
33,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
34,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
35,17.0,CartPole-v1,100000.0,0.0001,0.99,5,4
36,20.0,CartPole-v1,100000.0,0.0001,0.99,5,4
37,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
38,22.0,CartPole-v1,100000.0,0.0001,0.99,5,4
39,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
40,23.0,CartPole-v1,100000.0,0.0001,0.99,5,4
41,49.0,CartPole-v1,100000.0,0.0001,0.99,5,4
42,22.0,CartPole-v1,100000.0,0.0001,0.99,5,4
43,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
44,26.0,CartPole-v1,100000.0,0.0001,0.99,5,4
45,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
46,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
47,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
48,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
49,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
50,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
51,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
52,10.0,CartPole-v1,100000.0,0.0001,0.99,5,4
53,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
54,41.0,CartPole-v1,100000.0,0.0001,0.99,5,4
55,23.0,CartPole-v1,100000.0,0.0001,0.99,5,4
56,9.0,CartPole-v1,100000.0,0.0001,0.99,5,4
57,15.0,CartPole-v1,100000.0,0.0001,0.99,5,4
58,19.0,CartPole-v1,100000.0,0.0001,0.99,5,4
59,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
60,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
61,9.0,CartPole-v1,100000.0,0.0001,0.99,5,4
62,17.0,CartPole-v1,100000.0,0.0001,0.99,5,4
63,42.0,CartPole-v1,100000.0,0.0001,0.99,5,4
64,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
65,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
66,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
67,46.0,CartPole-v1,100000.0,0.0001,0.99,5,4
68,18.0,CartPole-v1,100000.0,0.0001,0.99,5,4
69,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
70,29.0,CartPole-v1,100000.0,0.0001,0.99,5,4
71,20.0,CartPole-v1,100000.0,0.0001,0.99,5,4
72,39.0,CartPole-v1,100000.0,0.0001,0.99,5,4
73,28.0,CartPole-v1,100000.0,0.0001,0.99,5,4
74,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
75,76.0,CartPole-v1,100000.0,0.0001,0.99,5,4
76,13.0,CartPole-v1,100000.0,0.0001,0.99,5,4
77,33.0,CartPole-v1,100000.0,0.0001,0.99,5,4
78,22.0,CartPole-v1,100000.0,0.0001,0.99,5,4
79,15.0,CartPole-v1,100000.0,0.0001,0.99,5,4
80,14.0,CartPole-v1,100000.0,0.0001,0.99,5,4
81,47.0,CartPole-v1,100000.0,0.0001,0.99,5,4
82,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
83,20.0,CartPole-v1,100000.0,0.0001,0.99,5,4
84,23.0,CartPole-v1,100000.0,0.0001,0.99,5,4
85,16.0,CartPole-v1,100000.0,0.0001,0.99,5,4
86,30.0,CartPole-v1,100000.0,0.0001,0.99,5,4
87,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
88,17.0,CartPole-v1,100000.0,0.0001,0.99,5,4
89,21.0,CartPole-v1,100000.0,0.0001,0.99,5,4
90,19.0,CartPole-v1,100000.0,0.0001,0.99,5,4
91,56.0,CartPole-v1,100000.0,0.0001,0.99,5,4
92,11.0,CartPole-v1,100000.0,0.0001,0.99,5,4
93,12.0,CartPole-v1,100000.0,0.0001,0.99,5,4
