Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
1,22.0,CartPole-v1,100000.0,0.0001,0.99,5,3
2,29.0,CartPole-v1,100000.0,0.0001,0.99,5,3
3,12.0,CartPole-v1,100000.0,0.0001,0.99,5,3
4,17.0,CartPole-v1,100000.0,0.0001,0.99,5,3
5,16.0,CartPole-v1,100000.0,0.0001,0.99,5,3
6,15.0,CartPole-v1,100000.0,0.0001,0.99,5,3
7,14.0,CartPole-v1,100000.0,0.0001,0.99,5,3
8,31.0,CartPole-v1,100000.0,0.0001,0.99,5,3
9,32.0,CartPole-v1,100000.0,0.0001,0.99,5,3
10,16.0,CartPole-v1,100000.0,0.0001,0.99,5,3
11,15.0,CartPole-v1,100000.0,0.0001,0.99,5,3
12,18.0,CartPole-v1,100000.0,0.0001,0.99,5,3
13,15.0,CartPole-v1,100000.0,0.0001,0.99,5,3
14,19.0,CartPole-v1,100000.0,0.0001,0.99,5,3
15,24.0,CartPole-v1,100000.0,0.0001,0.99,5,3
16,17.0,CartPole-v1,100000.0,0.0001,0.99,5,3
17,13.0,CartPole-v1,100000.0,0.0001,0.99,5,3
18,14.0,CartPole-v1,100000.0,0.0001,0.99,5,3
19,17.0,CartPole-v1,100000.0,0.0001,0.99,5,3
20,16.0,CartPole-v1,100000.0,0.0001,0.99,5,3
21,27.0,CartPole-v1,100000.0,0.0001,0.99,5,3
22,18.0,CartPole-v1,100000.0,0.0001,0.99,5,3
23,14.0,CartPole-v1,100000.0,0.0001,0.99,5,3
24,14.0,CartPole-v1,100000.0,0.0001,0.99,5,3
25,28.0,CartPole-v1,100000.0,0.0001,0.99,5,3
26,26.0,CartPole-v1,100000.0,0.0001,0.99,5,3
27,12.0,CartPole-v1,100000.0,0.0001,0.99,5,3
28,22.0,CartPole-v1,100000.0,0.0001,0.99,5,3
29,27.0,CartPole-v1,100000.0,0.0001,0.99,5,3
30,73.0,CartPole-v1,100000.0,0.0001,0.99,5,3
31,21.0,CartPole-v1,100000.0,0.0001,0.99,5,3
