Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,12.0,CartPole-v1,100000.0,0.0001,0.99,0
2,17.0,CartPole-v1,100000.0,0.0001,0.99,0
3,41.0,CartPole-v1,100000.0,0.0001,0.99,0
4,19.0,CartPole-v1,100000.0,0.0001,0.99,0
5,24.0,CartPole-v1,100000.0,0.0001,0.99,0
6,14.0,CartPole-v1,100000.0,0.0001,0.99,0
7,34.0,CartPole-v1,100000.0,0.0001,0.99,0
8,40.0,CartPole-v1,100000.0,0.0001,0.99,0
9,17.0,CartPole-v1,100000.0,0.0001,0.99,0
10,11.0,CartPole-v1,100000.0,0.0001,0.99,0
11,14.0,CartPole-v1,100000.0,0.0001,0.99,0
12,15.0,CartPole-v1,100000.0,0.0001,0.99,0
13,29.0,CartPole-v1,100000.0,0.0001,0.99,0
14,14.0,CartPole-v1,100000.0,0.0001,0.99,0
15,11.0,CartPole-v1,100000.0,0.0001,0.99,0
16,17.0,CartPole-v1,100000.0,0.0001,0.99,0
17,17.0,CartPole-v1,100000.0,0.0001,0.99,0
18,20.0,CartPole-v1,100000.0,0.0001,0.99,0
19,15.0,CartPole-v1,100000.0,0.0001,0.99,0
20,34.0,CartPole-v1,100000.0,0.0001,0.99,0
21,19.0,CartPole-v1,100000.0,0.0001,0.99,0
22,17.0,CartPole-v1,100000.0,0.0001,0.99,0
23,24.0,CartPole-v1,100000.0,0.0001,0.99,0
24,28.0,CartPole-v1,100000.0,0.0001,0.99,0
25,36.0,CartPole-v1,100000.0,0.0001,0.99,0
26,13.0,CartPole-v1,100000.0,0.0001,0.99,0
27,28.0,CartPole-v1,100000.0,0.0001,0.99,0
28,19.0,CartPole-v1,100000.0,0.0001,0.99,0
29,16.0,CartPole-v1,100000.0,0.0001,0.99,0
30,18.0,CartPole-v1,100000.0,0.0001,0.99,0
31,22.0,CartPole-v1,100000.0,0.0001,0.99,0
32,12.0,CartPole-v1,100000.0,0.0001,0.99,0
33,30.0,CartPole-v1,100000.0,0.0001,0.99,0
34,12.0,CartPole-v1,100000.0,0.0001,0.99,0
35,33.0,CartPole-v1,100000.0,0.0001,0.99,0
36,19.0,CartPole-v1,100000.0,0.0001,0.99,0
37,24.0,CartPole-v1,100000.0,0.0001,0.99,0
38,11.0,CartPole-v1,100000.0,0.0001,0.99,0
39,11.0,CartPole-v1,100000.0,0.0001,0.99,0
40,19.0,CartPole-v1,100000.0,0.0001,0.99,0
41,31.0,CartPole-v1,100000.0,0.0001,0.99,0
42,16.0,CartPole-v1,100000.0,0.0001,0.99,0
43,20.0,CartPole-v1,100000.0,0.0001,0.99,0
44,32.0,CartPole-v1,100000.0,0.0001,0.99,0
45,25.0,CartPole-v1,100000.0,0.0001,0.99,0
46,14.0,CartPole-v1,100000.0,0.0001,0.99,0
47,17.0,CartPole-v1,100000.0,0.0001,0.99,0
48,11.0,CartPole-v1,100000.0,0.0001,0.99,0
49,18.0,CartPole-v1,100000.0,0.0001,0.99,0
50,10.0,CartPole-v1,100000.0,0.0001,0.99,0
51,16.0,CartPole-v1,100000.0,0.0001,0.99,0
52,8.0,CartPole-v1,100000.0,0.0001,0.99,0
53,17.0,CartPole-v1,100000.0,0.0001,0.99,0
54,9.0,CartPole-v1,100000.0,0.0001,0.99,0
55,14.0,CartPole-v1,100000.0,0.0001,0.99,0
56,15.0,CartPole-v1,100000.0,0.0001,0.99,0
57,17.0,CartPole-v1,100000.0,0.0001,0.99,0
58,18.0,CartPole-v1,100000.0,0.0001,0.99,0
59,22.0,CartPole-v1,100000.0,0.0001,0.99,0
60,31.0,CartPole-v1,100000.0,0.0001,0.99,0
61,11.0,CartPole-v1,100000.0,0.0001,0.99,0
62,22.0,CartPole-v1,100000.0,0.0001,0.99,0
63,38.0,CartPole-v1,100000.0,0.0001,0.99,0
64,13.0,CartPole-v1,100000.0,0.0001,0.99,0
65,29.0,CartPole-v1,100000.0,0.0001,0.99,0
66,19.0,CartPole-v1,100000.0,0.0001,0.99,0
67,38.0,CartPole-v1,100000.0,0.0001,0.99,0
68,15.0,CartPole-v1,100000.0,0.0001,0.99,0
69,13.0,CartPole-v1,100000.0,0.0001,0.99,0
70,13.0,CartPole-v1,100000.0,0.0001,0.99,0
71,25.0,CartPole-v1,100000.0,0.0001,0.99,0
72,15.0,CartPole-v1,100000.0,0.0001,0.99,0
73,23.0,CartPole-v1,100000.0,0.0001,0.99,0
74,25.0,CartPole-v1,100000.0,0.0001,0.99,0
75,13.0,CartPole-v1,100000.0,0.0001,0.99,0
76,33.0,CartPole-v1,100000.0,0.0001,0.99,0
77,22.0,CartPole-v1,100000.0,0.0001,0.99,0
78,22.0,CartPole-v1,100000.0,0.0001,0.99,0
79,12.0,CartPole-v1,100000.0,0.0001,0.99,0
80,26.0,CartPole-v1,100000.0,0.0001,0.99,0
81,21.0,CartPole-v1,100000.0,0.0001,0.99,0
82,20.0,CartPole-v1,100000.0,0.0001,0.99,0
83,31.0,CartPole-v1,100000.0,0.0001,0.99,0
84,22.0,CartPole-v1,100000.0,0.0001,0.99,0
85,15.0,CartPole-v1,100000.0,0.0001,0.99,0
86,12.0,CartPole-v1,100000.0,0.0001,0.99,0
87,39.0,CartPole-v1,100000.0,0.0001,0.99,0
88,14.0,CartPole-v1,100000.0,0.0001,0.99,0
89,15.0,CartPole-v1,100000.0,0.0001,0.99,0
90,11.0,CartPole-v1,100000.0,0.0001,0.99,0
91,15.0,CartPole-v1,100000.0,0.0001,0.99,0
92,16.0,CartPole-v1,100000.0,0.0001,0.99,0
93,14.0,CartPole-v1,100000.0,0.0001,0.99,0
94,12.0,CartPole-v1,100000.0,0.0001,0.99,0
95,13.0,CartPole-v1,100000.0,0.0001,0.99,0
96,20.0,CartPole-v1,100000.0,0.0001,0.99,0
97,14.0,CartPole-v1,100000.0,0.0001,0.99,0
98,11.0,CartPole-v1,100000.0,0.0001,0.99,0
99,10.0,CartPole-v1,100000.0,0.0001,0.99,0
100,57.0,CartPole-v1,100000.0,0.0001,0.99,0
101,18.0,CartPole-v1,100000.0,0.0001,0.99,0
102,14.0,CartPole-v1,100000.0,0.0001,0.99,0
103,16.0,CartPole-v1,100000.0,0.0001,0.99,0
104,25.0,CartPole-v1,100000.0,0.0001,0.99,0
105,25.0,CartPole-v1,100000.0,0.0001,0.99,0
106,16.0,CartPole-v1,100000.0,0.0001,0.99,0
107,13.0,CartPole-v1,100000.0,0.0001,0.99,0
108,23.0,CartPole-v1,100000.0,0.0001,0.99,0
109,13.0,CartPole-v1,100000.0,0.0001,0.99,0
110,23.0,CartPole-v1,100000.0,0.0001,0.99,0
111,13.0,CartPole-v1,100000.0,0.0001,0.99,0
112,20.0,CartPole-v1,100000.0,0.0001,0.99,0
113,13.0,CartPole-v1,100000.0,0.0001,0.99,0
114,22.0,CartPole-v1,100000.0,0.0001,0.99,0
115,15.0,CartPole-v1,100000.0,0.0001,0.99,0
116,21.0,CartPole-v1,100000.0,0.0001,0.99,0
117,18.0,CartPole-v1,100000.0,0.0001,0.99,0
118,16.0,CartPole-v1,100000.0,0.0001,0.99,0
119,31.0,CartPole-v1,100000.0,0.0001,0.99,0
120,12.0,CartPole-v1,100000.0,0.0001,0.99,0
121,15.0,CartPole-v1,100000.0,0.0001,0.99,0
122,12.0,CartPole-v1,100000.0,0.0001,0.99,0
123,37.0,CartPole-v1,100000.0,0.0001,0.99,0
124,18.0,CartPole-v1,100000.0,0.0001,0.99,0
125,13.0,CartPole-v1,100000.0,0.0001,0.99,0
126,27.0,CartPole-v1,100000.0,0.0001,0.99,0
127,22.0,CartPole-v1,100000.0,0.0001,0.99,0
128,16.0,CartPole-v1,100000.0,0.0001,0.99,0
129,43.0,CartPole-v1,100000.0,0.0001,0.99,0
130,10.0,CartPole-v1,100000.0,0.0001,0.99,0
131,14.0,CartPole-v1,100000.0,0.0001,0.99,0
132,11.0,CartPole-v1,100000.0,0.0001,0.99,0
133,10.0,CartPole-v1,100000.0,0.0001,0.99,0
134,19.0,CartPole-v1,100000.0,0.0001,0.99,0
135,19.0,CartPole-v1,100000.0,0.0001,0.99,0
136,20.0,CartPole-v1,100000.0,0.0001,0.99,0
137,24.0,CartPole-v1,100000.0,0.0001,0.99,0
138,28.0,CartPole-v1,100000.0,0.0001,0.99,0
139,19.0,CartPole-v1,100000.0,0.0001,0.99,0
140,15.0,CartPole-v1,100000.0,0.0001,0.99,0
141,11.0,CartPole-v1,100000.0,0.0001,0.99,0
142,11.0,CartPole-v1,100000.0,0.0001,0.99,0
143,11.0,CartPole-v1,100000.0,0.0001,0.99,0
144,37.0,CartPole-v1,100000.0,0.0001,0.99,0
145,22.0,CartPole-v1,100000.0,0.0001,0.99,0
146,12.0,CartPole-v1,100000.0,0.0001,0.99,0
147,21.0,CartPole-v1,100000.0,0.0001,0.99,0
148,16.0,CartPole-v1,100000.0,0.0001,0.99,0
149,17.0,CartPole-v1,100000.0,0.0001,0.99,0
150,22.0,CartPole-v1,100000.0,0.0001,0.99,0
151,12.0,CartPole-v1,100000.0,0.0001,0.99,0
152,17.0,CartPole-v1,100000.0,0.0001,0.99,0
153,12.0,CartPole-v1,100000.0,0.0001,0.99,0
154,17.0,CartPole-v1,100000.0,0.0001,0.99,0
155,15.0,CartPole-v1,100000.0,0.0001,0.99,0
156,17.0,CartPole-v1,100000.0,0.0001,0.99,0
157,25.0,CartPole-v1,100000.0,0.0001,0.99,0
158,58.0,CartPole-v1,100000.0,0.0001,0.99,0
159,25.0,CartPole-v1,100000.0,0.0001,0.99,0
160,20.0,CartPole-v1,100000.0,0.0001,0.99,0
