Episode,Episode Score,Environment,Max Episodes,Seed
1,16.0,CartPole-v1,100000.0,8
2,12.0,CartPole-v1,100000.0,8
3,17.0,CartPole-v1,100000.0,8
4,35.0,CartPole-v1,100000.0,8
5,23.0,CartPole-v1,100000.0,8
6,16.0,CartPole-v1,100000.0,8
7,24.0,CartPole-v1,100000.0,8
8,17.0,CartPole-v1,100000.0,8
9,10.0,CartPole-v1,100000.0,8
10,13.0,CartPole-v1,100000.0,8
11,17.0,CartPole-v1,100000.0,8
12,11.0,CartPole-v1,100000.0,8
13,8.0,CartPole-v1,100000.0,8
14,10.0,CartPole-v1,100000.0,8
15,22.0,CartPole-v1,100000.0,8
16,15.0,CartPole-v1,100000.0,8
17,13.0,CartPole-v1,100000.0,8
18,15.0,CartPole-v1,100000.0,8
19,12.0,CartPole-v1,100000.0,8
20,28.0,CartPole-v1,100000.0,8
21,13.0,CartPole-v1,100000.0,8
22,20.0,CartPole-v1,100000.0,8
23,14.0,CartPole-v1,100000.0,8
24,13.0,CartPole-v1,100000.0,8
25,8.0,CartPole-v1,100000.0,8
26,21.0,CartPole-v1,100000.0,8
27,13.0,CartPole-v1,100000.0,8
28,10.0,CartPole-v1,100000.0,8
29,26.0,CartPole-v1,100000.0,8
30,38.0,CartPole-v1,100000.0,8
31,17.0,CartPole-v1,100000.0,8
32,12.0,CartPole-v1,100000.0,8
33,19.0,CartPole-v1,100000.0,8
34,19.0,CartPole-v1,100000.0,8
35,23.0,CartPole-v1,100000.0,8
36,15.0,CartPole-v1,100000.0,8
37,18.0,CartPole-v1,100000.0,8
38,14.0,CartPole-v1,100000.0,8
39,28.0,CartPole-v1,100000.0,8
40,20.0,CartPole-v1,100000.0,8
41,41.0,CartPole-v1,100000.0,8
42,28.0,CartPole-v1,100000.0,8
43,18.0,CartPole-v1,100000.0,8
44,18.0,CartPole-v1,100000.0,8
45,26.0,CartPole-v1,100000.0,8
46,29.0,CartPole-v1,100000.0,8
47,31.0,CartPole-v1,100000.0,8
48,18.0,CartPole-v1,100000.0,8
49,58.0,CartPole-v1,100000.0,8
50,17.0,CartPole-v1,100000.0,8
51,12.0,CartPole-v1,100000.0,8
52,36.0,CartPole-v1,100000.0,8
53,21.0,CartPole-v1,100000.0,8
54,20.0,CartPole-v1,100000.0,8
55,26.0,CartPole-v1,100000.0,8
56,26.0,CartPole-v1,100000.0,8
57,29.0,CartPole-v1,100000.0,8
58,28.0,CartPole-v1,100000.0,8
59,17.0,CartPole-v1,100000.0,8
60,22.0,CartPole-v1,100000.0,8
61,21.0,CartPole-v1,100000.0,8
62,27.0,CartPole-v1,100000.0,8
63,29.0,CartPole-v1,100000.0,8
64,10.0,CartPole-v1,100000.0,8
65,32.0,CartPole-v1,100000.0,8
66,20.0,CartPole-v1,100000.0,8
67,11.0,CartPole-v1,100000.0,8
68,14.0,CartPole-v1,100000.0,8
69,15.0,CartPole-v1,100000.0,8
70,35.0,CartPole-v1,100000.0,8
71,21.0,CartPole-v1,100000.0,8
72,28.0,CartPole-v1,100000.0,8
73,15.0,CartPole-v1,100000.0,8
74,30.0,CartPole-v1,100000.0,8
75,44.0,CartPole-v1,100000.0,8
76,18.0,CartPole-v1,100000.0,8
77,13.0,CartPole-v1,100000.0,8
78,13.0,CartPole-v1,100000.0,8
79,12.0,CartPole-v1,100000.0,8
80,20.0,CartPole-v1,100000.0,8
81,26.0,CartPole-v1,100000.0,8
82,12.0,CartPole-v1,100000.0,8
83,15.0,CartPole-v1,100000.0,8
84,13.0,CartPole-v1,100000.0,8
85,14.0,CartPole-v1,100000.0,8
86,28.0,CartPole-v1,100000.0,8
87,17.0,CartPole-v1,100000.0,8
88,26.0,CartPole-v1,100000.0,8
89,29.0,CartPole-v1,100000.0,8
90,30.0,CartPole-v1,100000.0,8
91,12.0,CartPole-v1,100000.0,8
92,19.0,CartPole-v1,100000.0,8
93,27.0,CartPole-v1,100000.0,8
94,18.0,CartPole-v1,100000.0,8
95,22.0,CartPole-v1,100000.0,8
96,24.0,CartPole-v1,100000.0,8
97,9.0,CartPole-v1,100000.0,8
98,16.0,CartPole-v1,100000.0,8
99,25.0,CartPole-v1,100000.0,8
100,29.0,CartPole-v1,100000.0,8
101,11.0,CartPole-v1,100000.0,8
102,25.0,CartPole-v1,100000.0,8
103,21.0,CartPole-v1,100000.0,8
104,13.0,CartPole-v1,100000.0,8
105,30.0,CartPole-v1,100000.0,8
106,20.0,CartPole-v1,100000.0,8
107,34.0,CartPole-v1,100000.0,8
108,14.0,CartPole-v1,100000.0,8
109,25.0,CartPole-v1,100000.0,8
110,31.0,CartPole-v1,100000.0,8
111,19.0,CartPole-v1,100000.0,8
112,38.0,CartPole-v1,100000.0,8
113,12.0,CartPole-v1,100000.0,8
114,15.0,CartPole-v1,100000.0,8
115,12.0,CartPole-v1,100000.0,8
116,12.0,CartPole-v1,100000.0,8
117,20.0,CartPole-v1,100000.0,8
118,13.0,CartPole-v1,100000.0,8
119,20.0,CartPole-v1,100000.0,8
120,58.0,CartPole-v1,100000.0,8
121,14.0,CartPole-v1,100000.0,8
122,15.0,CartPole-v1,100000.0,8
123,23.0,CartPole-v1,100000.0,8
124,12.0,CartPole-v1,100000.0,8
125,18.0,CartPole-v1,100000.0,8
126,19.0,CartPole-v1,100000.0,8
127,13.0,CartPole-v1,100000.0,8
128,67.0,CartPole-v1,100000.0,8
129,58.0,CartPole-v1,100000.0,8
130,61.0,CartPole-v1,100000.0,8
131,12.0,CartPole-v1,100000.0,8
132,15.0,CartPole-v1,100000.0,8
133,22.0,CartPole-v1,100000.0,8
134,16.0,CartPole-v1,100000.0,8
135,15.0,CartPole-v1,100000.0,8
136,22.0,CartPole-v1,100000.0,8
137,29.0,CartPole-v1,100000.0,8
138,20.0,CartPole-v1,100000.0,8
139,52.0,CartPole-v1,100000.0,8
140,12.0,CartPole-v1,100000.0,8
141,29.0,CartPole-v1,100000.0,8
142,16.0,CartPole-v1,100000.0,8
143,26.0,CartPole-v1,100000.0,8
144,13.0,CartPole-v1,100000.0,8
145,26.0,CartPole-v1,100000.0,8
146,11.0,CartPole-v1,100000.0,8
147,34.0,CartPole-v1,100000.0,8
148,17.0,CartPole-v1,100000.0,8
149,11.0,CartPole-v1,100000.0,8
150,13.0,CartPole-v1,100000.0,8
151,13.0,CartPole-v1,100000.0,8
152,13.0,CartPole-v1,100000.0,8
153,20.0,CartPole-v1,100000.0,8
154,15.0,CartPole-v1,100000.0,8
155,56.0,CartPole-v1,100000.0,8
156,16.0,CartPole-v1,100000.0,8
157,22.0,CartPole-v1,100000.0,8
158,13.0,CartPole-v1,100000.0,8
159,13.0,CartPole-v1,100000.0,8
160,13.0,CartPole-v1,100000.0,8
161,18.0,CartPole-v1,100000.0,8
162,26.0,CartPole-v1,100000.0,8
163,35.0,CartPole-v1,100000.0,8
164,41.0,CartPole-v1,100000.0,8
165,11.0,CartPole-v1,100000.0,8
166,13.0,CartPole-v1,100000.0,8
167,13.0,CartPole-v1,100000.0,8
168,19.0,CartPole-v1,100000.0,8
169,28.0,CartPole-v1,100000.0,8
170,15.0,CartPole-v1,100000.0,8
171,16.0,CartPole-v1,100000.0,8
172,15.0,CartPole-v1,100000.0,8
173,20.0,CartPole-v1,100000.0,8
174,12.0,CartPole-v1,100000.0,8
175,11.0,CartPole-v1,100000.0,8
176,11.0,CartPole-v1,100000.0,8
177,21.0,CartPole-v1,100000.0,8
178,26.0,CartPole-v1,100000.0,8
179,15.0,CartPole-v1,100000.0,8
180,32.0,CartPole-v1,100000.0,8
181,25.0,CartPole-v1,100000.0,8
182,30.0,CartPole-v1,100000.0,8
183,10.0,CartPole-v1,100000.0,8
184,12.0,CartPole-v1,100000.0,8
185,11.0,CartPole-v1,100000.0,8
186,12.0,CartPole-v1,100000.0,8
187,16.0,CartPole-v1,100000.0,8
188,21.0,CartPole-v1,100000.0,8
189,13.0,CartPole-v1,100000.0,8
190,13.0,CartPole-v1,100000.0,8
191,17.0,CartPole-v1,100000.0,8
192,21.0,CartPole-v1,100000.0,8
193,23.0,CartPole-v1,100000.0,8
194,42.0,CartPole-v1,100000.0,8
195,36.0,CartPole-v1,100000.0,8
196,31.0,CartPole-v1,100000.0,8
197,30.0,CartPole-v1,100000.0,8
198,21.0,CartPole-v1,100000.0,8
199,23.0,CartPole-v1,100000.0,8
200,10.0,CartPole-v1,100000.0,8
201,41.0,CartPole-v1,100000.0,8
202,12.0,CartPole-v1,100000.0,8
203,14.0,CartPole-v1,100000.0,8
204,13.0,CartPole-v1,100000.0,8
205,11.0,CartPole-v1,100000.0,8
206,12.0,CartPole-v1,100000.0,8
207,19.0,CartPole-v1,100000.0,8
208,19.0,CartPole-v1,100000.0,8
209,25.0,CartPole-v1,100000.0,8
210,24.0,CartPole-v1,100000.0,8
211,17.0,CartPole-v1,100000.0,8
212,15.0,CartPole-v1,100000.0,8
