Episode,Episode Score,Environment,Max Episodes,Seed
1,24.0,CartPole-v1,100000.0,5
2,13.0,CartPole-v1,100000.0,5
3,12.0,CartPole-v1,100000.0,5
4,19.0,CartPole-v1,100000.0,5
5,29.0,CartPole-v1,100000.0,5
6,40.0,CartPole-v1,100000.0,5
7,15.0,CartPole-v1,100000.0,5
8,22.0,CartPole-v1,100000.0,5
9,11.0,CartPole-v1,100000.0,5
10,9.0,CartPole-v1,100000.0,5
11,15.0,CartPole-v1,100000.0,5
12,15.0,CartPole-v1,100000.0,5
13,33.0,CartPole-v1,100000.0,5
14,39.0,CartPole-v1,100000.0,5
15,16.0,CartPole-v1,100000.0,5
16,17.0,CartPole-v1,100000.0,5
17,17.0,CartPole-v1,100000.0,5
18,62.0,CartPole-v1,100000.0,5
19,13.0,CartPole-v1,100000.0,5
20,25.0,CartPole-v1,100000.0,5
21,23.0,CartPole-v1,100000.0,5
22,16.0,CartPole-v1,100000.0,5
23,13.0,CartPole-v1,100000.0,5
24,16.0,CartPole-v1,100000.0,5
25,69.0,CartPole-v1,100000.0,5
26,37.0,CartPole-v1,100000.0,5
27,10.0,CartPole-v1,100000.0,5
28,10.0,CartPole-v1,100000.0,5
29,22.0,CartPole-v1,100000.0,5
30,54.0,CartPole-v1,100000.0,5
31,27.0,CartPole-v1,100000.0,5
32,14.0,CartPole-v1,100000.0,5
33,10.0,CartPole-v1,100000.0,5
34,16.0,CartPole-v1,100000.0,5
35,39.0,CartPole-v1,100000.0,5
36,19.0,CartPole-v1,100000.0,5
37,32.0,CartPole-v1,100000.0,5
38,27.0,CartPole-v1,100000.0,5
39,11.0,CartPole-v1,100000.0,5
40,23.0,CartPole-v1,100000.0,5
41,13.0,CartPole-v1,100000.0,5
42,26.0,CartPole-v1,100000.0,5
43,12.0,CartPole-v1,100000.0,5
44,12.0,CartPole-v1,100000.0,5
45,16.0,CartPole-v1,100000.0,5
46,31.0,CartPole-v1,100000.0,5
47,20.0,CartPole-v1,100000.0,5
48,42.0,CartPole-v1,100000.0,5
49,36.0,CartPole-v1,100000.0,5
50,12.0,CartPole-v1,100000.0,5
51,32.0,CartPole-v1,100000.0,5
52,31.0,CartPole-v1,100000.0,5
53,26.0,CartPole-v1,100000.0,5
54,26.0,CartPole-v1,100000.0,5
55,19.0,CartPole-v1,100000.0,5
56,50.0,CartPole-v1,100000.0,5
57,13.0,CartPole-v1,100000.0,5
58,48.0,CartPole-v1,100000.0,5
59,14.0,CartPole-v1,100000.0,5
60,14.0,CartPole-v1,100000.0,5
61,15.0,CartPole-v1,100000.0,5
62,40.0,CartPole-v1,100000.0,5
63,21.0,CartPole-v1,100000.0,5
64,26.0,CartPole-v1,100000.0,5
65,21.0,CartPole-v1,100000.0,5
66,25.0,CartPole-v1,100000.0,5
67,36.0,CartPole-v1,100000.0,5
68,10.0,CartPole-v1,100000.0,5
69,14.0,CartPole-v1,100000.0,5
70,17.0,CartPole-v1,100000.0,5
71,11.0,CartPole-v1,100000.0,5
72,16.0,CartPole-v1,100000.0,5
73,28.0,CartPole-v1,100000.0,5
74,12.0,CartPole-v1,100000.0,5
75,47.0,CartPole-v1,100000.0,5
76,25.0,CartPole-v1,100000.0,5
77,27.0,CartPole-v1,100000.0,5
78,21.0,CartPole-v1,100000.0,5
79,25.0,CartPole-v1,100000.0,5
80,21.0,CartPole-v1,100000.0,5
81,16.0,CartPole-v1,100000.0,5
82,13.0,CartPole-v1,100000.0,5
83,13.0,CartPole-v1,100000.0,5
84,10.0,CartPole-v1,100000.0,5
85,15.0,CartPole-v1,100000.0,5
86,30.0,CartPole-v1,100000.0,5
