Episode,Episode Score,Environment,Max Episodes,Seed
1,22.0,CartPole-v1,100000.0,6
2,11.0,CartPole-v1,100000.0,6
3,12.0,CartPole-v1,100000.0,6
4,14.0,CartPole-v1,100000.0,6
5,12.0,CartPole-v1,100000.0,6
6,40.0,CartPole-v1,100000.0,6
7,19.0,CartPole-v1,100000.0,6
8,11.0,CartPole-v1,100000.0,6
9,11.0,CartPole-v1,100000.0,6
10,14.0,CartPole-v1,100000.0,6
11,37.0,CartPole-v1,100000.0,6
12,31.0,CartPole-v1,100000.0,6
13,15.0,CartPole-v1,100000.0,6
14,12.0,CartPole-v1,100000.0,6
15,15.0,CartPole-v1,100000.0,6
16,46.0,CartPole-v1,100000.0,6
17,16.0,CartPole-v1,100000.0,6
18,13.0,CartPole-v1,100000.0,6
19,30.0,CartPole-v1,100000.0,6
20,18.0,CartPole-v1,100000.0,6
21,30.0,CartPole-v1,100000.0,6
22,21.0,CartPole-v1,100000.0,6
23,16.0,CartPole-v1,100000.0,6
24,11.0,CartPole-v1,100000.0,6
25,25.0,CartPole-v1,100000.0,6
26,17.0,CartPole-v1,100000.0,6
27,37.0,CartPole-v1,100000.0,6
28,18.0,CartPole-v1,100000.0,6
29,13.0,CartPole-v1,100000.0,6
30,30.0,CartPole-v1,100000.0,6
31,44.0,CartPole-v1,100000.0,6
32,24.0,CartPole-v1,100000.0,6
33,15.0,CartPole-v1,100000.0,6
34,80.0,CartPole-v1,100000.0,6
35,47.0,CartPole-v1,100000.0,6
36,22.0,CartPole-v1,100000.0,6
37,13.0,CartPole-v1,100000.0,6
38,37.0,CartPole-v1,100000.0,6
39,13.0,CartPole-v1,100000.0,6
40,49.0,CartPole-v1,100000.0,6
41,20.0,CartPole-v1,100000.0,6
42,15.0,CartPole-v1,100000.0,6
43,13.0,CartPole-v1,100000.0,6
44,16.0,CartPole-v1,100000.0,6
45,15.0,CartPole-v1,100000.0,6
46,27.0,CartPole-v1,100000.0,6
47,24.0,CartPole-v1,100000.0,6
48,12.0,CartPole-v1,100000.0,6
49,9.0,CartPole-v1,100000.0,6
50,16.0,CartPole-v1,100000.0,6
51,35.0,CartPole-v1,100000.0,6
52,20.0,CartPole-v1,100000.0,6
53,14.0,CartPole-v1,100000.0,6
54,14.0,CartPole-v1,100000.0,6
55,10.0,CartPole-v1,100000.0,6
56,59.0,CartPole-v1,100000.0,6
57,23.0,CartPole-v1,100000.0,6
58,15.0,CartPole-v1,100000.0,6
59,14.0,CartPole-v1,100000.0,6
60,30.0,CartPole-v1,100000.0,6
61,12.0,CartPole-v1,100000.0,6
62,17.0,CartPole-v1,100000.0,6
63,41.0,CartPole-v1,100000.0,6
64,13.0,CartPole-v1,100000.0,6
65,41.0,CartPole-v1,100000.0,6
66,23.0,CartPole-v1,100000.0,6
67,35.0,CartPole-v1,100000.0,6
68,9.0,CartPole-v1,100000.0,6
69,12.0,CartPole-v1,100000.0,6
70,10.0,CartPole-v1,100000.0,6
71,20.0,CartPole-v1,100000.0,6
72,15.0,CartPole-v1,100000.0,6
73,47.0,CartPole-v1,100000.0,6
74,16.0,CartPole-v1,100000.0,6
75,13.0,CartPole-v1,100000.0,6
76,25.0,CartPole-v1,100000.0,6
77,24.0,CartPole-v1,100000.0,6
78,11.0,CartPole-v1,100000.0,6
79,11.0,CartPole-v1,100000.0,6
80,11.0,CartPole-v1,100000.0,6
81,32.0,CartPole-v1,100000.0,6
82,38.0,CartPole-v1,100000.0,6
83,16.0,CartPole-v1,100000.0,6
84,13.0,CartPole-v1,100000.0,6
85,30.0,CartPole-v1,100000.0,6
86,21.0,CartPole-v1,100000.0,6
87,12.0,CartPole-v1,100000.0,6
88,23.0,CartPole-v1,100000.0,6
89,22.0,CartPole-v1,100000.0,6
90,15.0,CartPole-v1,100000.0,6
91,9.0,CartPole-v1,100000.0,6
92,31.0,CartPole-v1,100000.0,6
93,30.0,CartPole-v1,100000.0,6
94,38.0,CartPole-v1,100000.0,6
95,40.0,CartPole-v1,100000.0,6
96,20.0,CartPole-v1,100000.0,6
97,42.0,CartPole-v1,100000.0,6
98,36.0,CartPole-v1,100000.0,6
99,12.0,CartPole-v1,100000.0,6
100,11.0,CartPole-v1,100000.0,6
101,14.0,CartPole-v1,100000.0,6
102,20.0,CartPole-v1,100000.0,6
103,15.0,CartPole-v1,100000.0,6
104,46.0,CartPole-v1,100000.0,6
105,13.0,CartPole-v1,100000.0,6
106,14.0,CartPole-v1,100000.0,6
107,17.0,CartPole-v1,100000.0,6
108,27.0,CartPole-v1,100000.0,6
109,34.0,CartPole-v1,100000.0,6
110,15.0,CartPole-v1,100000.0,6
111,10.0,CartPole-v1,100000.0,6
112,22.0,CartPole-v1,100000.0,6
113,20.0,CartPole-v1,100000.0,6
114,57.0,CartPole-v1,100000.0,6
115,65.0,CartPole-v1,100000.0,6
116,18.0,CartPole-v1,100000.0,6
117,72.0,CartPole-v1,100000.0,6
118,15.0,CartPole-v1,100000.0,6
119,18.0,CartPole-v1,100000.0,6
120,20.0,CartPole-v1,100000.0,6
121,21.0,CartPole-v1,100000.0,6
122,13.0,CartPole-v1,100000.0,6
123,11.0,CartPole-v1,100000.0,6
124,28.0,CartPole-v1,100000.0,6
125,9.0,CartPole-v1,100000.0,6
126,9.0,CartPole-v1,100000.0,6
127,10.0,CartPole-v1,100000.0,6
128,14.0,CartPole-v1,100000.0,6
129,19.0,CartPole-v1,100000.0,6
130,13.0,CartPole-v1,100000.0,6
131,35.0,CartPole-v1,100000.0,6
132,35.0,CartPole-v1,100000.0,6
133,40.0,CartPole-v1,100000.0,6
134,12.0,CartPole-v1,100000.0,6
135,19.0,CartPole-v1,100000.0,6
136,13.0,CartPole-v1,100000.0,6
137,23.0,CartPole-v1,100000.0,6
138,22.0,CartPole-v1,100000.0,6
139,22.0,CartPole-v1,100000.0,6
140,20.0,CartPole-v1,100000.0,6
141,53.0,CartPole-v1,100000.0,6
142,26.0,CartPole-v1,100000.0,6
143,13.0,CartPole-v1,100000.0,6
144,25.0,CartPole-v1,100000.0,6
145,18.0,CartPole-v1,100000.0,6
146,18.0,CartPole-v1,100000.0,6
147,16.0,CartPole-v1,100000.0,6
148,19.0,CartPole-v1,100000.0,6
149,32.0,CartPole-v1,100000.0,6
150,47.0,CartPole-v1,100000.0,6
151,35.0,CartPole-v1,100000.0,6
152,19.0,CartPole-v1,100000.0,6
153,23.0,CartPole-v1,100000.0,6
154,25.0,CartPole-v1,100000.0,6
155,36.0,CartPole-v1,100000.0,6
156,40.0,CartPole-v1,100000.0,6
157,20.0,CartPole-v1,100000.0,6
158,24.0,CartPole-v1,100000.0,6
159,20.0,CartPole-v1,100000.0,6
160,32.0,CartPole-v1,100000.0,6
161,24.0,CartPole-v1,100000.0,6
162,31.0,CartPole-v1,100000.0,6
163,46.0,CartPole-v1,100000.0,6
164,16.0,CartPole-v1,100000.0,6
165,40.0,CartPole-v1,100000.0,6
166,25.0,CartPole-v1,100000.0,6
167,29.0,CartPole-v1,100000.0,6
168,18.0,CartPole-v1,100000.0,6
169,36.0,CartPole-v1,100000.0,6
170,22.0,CartPole-v1,100000.0,6
171,29.0,CartPole-v1,100000.0,6
172,39.0,CartPole-v1,100000.0,6
173,13.0,CartPole-v1,100000.0,6
174,19.0,CartPole-v1,100000.0,6
175,25.0,CartPole-v1,100000.0,6
