Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,11.0,CartPole-v1,100000.0,0.0001,0.99,2
2,15.0,CartPole-v1,100000.0,0.0001,0.99,2
3,9.0,CartPole-v1,100000.0,0.0001,0.99,2
4,18.0,CartPole-v1,100000.0,0.0001,0.99,2
5,28.0,CartPole-v1,100000.0,0.0001,0.99,2
6,42.0,CartPole-v1,100000.0,0.0001,0.99,2
7,9.0,CartPole-v1,100000.0,0.0001,0.99,2
8,17.0,CartPole-v1,100000.0,0.0001,0.99,2
9,14.0,CartPole-v1,100000.0,0.0001,0.99,2
10,14.0,CartPole-v1,100000.0,0.0001,0.99,2
11,10.0,CartPole-v1,100000.0,0.0001,0.99,2
12,21.0,CartPole-v1,100000.0,0.0001,0.99,2
13,13.0,CartPole-v1,100000.0,0.0001,0.99,2
14,65.0,CartPole-v1,100000.0,0.0001,0.99,2
15,21.0,CartPole-v1,100000.0,0.0001,0.99,2
16,32.0,CartPole-v1,100000.0,0.0001,0.99,2
17,13.0,CartPole-v1,100000.0,0.0001,0.99,2
18,13.0,CartPole-v1,100000.0,0.0001,0.99,2
19,37.0,CartPole-v1,100000.0,0.0001,0.99,2
20,14.0,CartPole-v1,100000.0,0.0001,0.99,2
21,17.0,CartPole-v1,100000.0,0.0001,0.99,2
22,11.0,CartPole-v1,100000.0,0.0001,0.99,2
23,25.0,CartPole-v1,100000.0,0.0001,0.99,2
24,16.0,CartPole-v1,100000.0,0.0001,0.99,2
25,10.0,CartPole-v1,100000.0,0.0001,0.99,2
26,23.0,CartPole-v1,100000.0,0.0001,0.99,2
27,19.0,CartPole-v1,100000.0,0.0001,0.99,2
28,15.0,CartPole-v1,100000.0,0.0001,0.99,2
29,16.0,CartPole-v1,100000.0,0.0001,0.99,2
30,38.0,CartPole-v1,100000.0,0.0001,0.99,2
31,56.0,CartPole-v1,100000.0,0.0001,0.99,2
32,19.0,CartPole-v1,100000.0,0.0001,0.99,2
33,24.0,CartPole-v1,100000.0,0.0001,0.99,2
34,15.0,CartPole-v1,100000.0,0.0001,0.99,2
35,15.0,CartPole-v1,100000.0,0.0001,0.99,2
36,14.0,CartPole-v1,100000.0,0.0001,0.99,2
37,14.0,CartPole-v1,100000.0,0.0001,0.99,2
38,21.0,CartPole-v1,100000.0,0.0001,0.99,2
39,12.0,CartPole-v1,100000.0,0.0001,0.99,2
40,31.0,CartPole-v1,100000.0,0.0001,0.99,2
41,49.0,CartPole-v1,100000.0,0.0001,0.99,2
42,18.0,CartPole-v1,100000.0,0.0001,0.99,2
43,40.0,CartPole-v1,100000.0,0.0001,0.99,2
44,28.0,CartPole-v1,100000.0,0.0001,0.99,2
45,28.0,CartPole-v1,100000.0,0.0001,0.99,2
46,15.0,CartPole-v1,100000.0,0.0001,0.99,2
47,17.0,CartPole-v1,100000.0,0.0001,0.99,2
48,12.0,CartPole-v1,100000.0,0.0001,0.99,2
49,14.0,CartPole-v1,100000.0,0.0001,0.99,2
50,17.0,CartPole-v1,100000.0,0.0001,0.99,2
51,31.0,CartPole-v1,100000.0,0.0001,0.99,2
52,17.0,CartPole-v1,100000.0,0.0001,0.99,2
53,21.0,CartPole-v1,100000.0,0.0001,0.99,2
54,18.0,CartPole-v1,100000.0,0.0001,0.99,2
55,13.0,CartPole-v1,100000.0,0.0001,0.99,2
56,42.0,CartPole-v1,100000.0,0.0001,0.99,2
57,18.0,CartPole-v1,100000.0,0.0001,0.99,2
58,27.0,CartPole-v1,100000.0,0.0001,0.99,2
59,29.0,CartPole-v1,100000.0,0.0001,0.99,2
60,45.0,CartPole-v1,100000.0,0.0001,0.99,2
61,9.0,CartPole-v1,100000.0,0.0001,0.99,2
62,12.0,CartPole-v1,100000.0,0.0001,0.99,2
63,46.0,CartPole-v1,100000.0,0.0001,0.99,2
64,21.0,CartPole-v1,100000.0,0.0001,0.99,2
65,14.0,CartPole-v1,100000.0,0.0001,0.99,2
66,18.0,CartPole-v1,100000.0,0.0001,0.99,2
67,14.0,CartPole-v1,100000.0,0.0001,0.99,2
68,28.0,CartPole-v1,100000.0,0.0001,0.99,2
69,30.0,CartPole-v1,100000.0,0.0001,0.99,2
70,13.0,CartPole-v1,100000.0,0.0001,0.99,2
71,36.0,CartPole-v1,100000.0,0.0001,0.99,2
72,26.0,CartPole-v1,100000.0,0.0001,0.99,2
73,17.0,CartPole-v1,100000.0,0.0001,0.99,2
74,15.0,CartPole-v1,100000.0,0.0001,0.99,2
75,19.0,CartPole-v1,100000.0,0.0001,0.99,2
76,14.0,CartPole-v1,100000.0,0.0001,0.99,2
77,21.0,CartPole-v1,100000.0,0.0001,0.99,2
78,27.0,CartPole-v1,100000.0,0.0001,0.99,2
79,13.0,CartPole-v1,100000.0,0.0001,0.99,2
80,18.0,CartPole-v1,100000.0,0.0001,0.99,2
81,15.0,CartPole-v1,100000.0,0.0001,0.99,2
82,22.0,CartPole-v1,100000.0,0.0001,0.99,2
83,13.0,CartPole-v1,100000.0,0.0001,0.99,2
84,56.0,CartPole-v1,100000.0,0.0001,0.99,2
85,18.0,CartPole-v1,100000.0,0.0001,0.99,2
86,19.0,CartPole-v1,100000.0,0.0001,0.99,2
87,26.0,CartPole-v1,100000.0,0.0001,0.99,2
88,22.0,CartPole-v1,100000.0,0.0001,0.99,2
89,16.0,CartPole-v1,100000.0,0.0001,0.99,2
90,18.0,CartPole-v1,100000.0,0.0001,0.99,2
91,9.0,CartPole-v1,100000.0,0.0001,0.99,2
92,23.0,CartPole-v1,100000.0,0.0001,0.99,2
93,13.0,CartPole-v1,100000.0,0.0001,0.99,2
94,20.0,CartPole-v1,100000.0,0.0001,0.99,2
95,29.0,CartPole-v1,100000.0,0.0001,0.99,2
96,28.0,CartPole-v1,100000.0,0.0001,0.99,2
97,17.0,CartPole-v1,100000.0,0.0001,0.99,2
98,23.0,CartPole-v1,100000.0,0.0001,0.99,2
99,11.0,CartPole-v1,100000.0,0.0001,0.99,2
