Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,9.0,CartPole-v1,100000.0,0.0001,0.99,9
2,16.0,CartPole-v1,100000.0,0.0001,0.99,9
3,13.0,CartPole-v1,100000.0,0.0001,0.99,9
4,15.0,CartPole-v1,100000.0,0.0001,0.99,9
5,15.0,CartPole-v1,100000.0,0.0001,0.99,9
6,10.0,CartPole-v1,100000.0,0.0001,0.99,9
7,17.0,CartPole-v1,100000.0,0.0001,0.99,9
8,17.0,CartPole-v1,100000.0,0.0001,0.99,9
9,37.0,CartPole-v1,100000.0,0.0001,0.99,9
10,18.0,CartPole-v1,100000.0,0.0001,0.99,9
11,96.0,CartPole-v1,100000.0,0.0001,0.99,9
12,34.0,CartPole-v1,100000.0,0.0001,0.99,9
13,11.0,CartPole-v1,100000.0,0.0001,0.99,9
14,35.0,CartPole-v1,100000.0,0.0001,0.99,9
15,22.0,CartPole-v1,100000.0,0.0001,0.99,9
16,20.0,CartPole-v1,100000.0,0.0001,0.99,9
17,28.0,CartPole-v1,100000.0,0.0001,0.99,9
18,17.0,CartPole-v1,100000.0,0.0001,0.99,9
19,18.0,CartPole-v1,100000.0,0.0001,0.99,9
20,23.0,CartPole-v1,100000.0,0.0001,0.99,9
21,15.0,CartPole-v1,100000.0,0.0001,0.99,9
22,19.0,CartPole-v1,100000.0,0.0001,0.99,9
23,33.0,CartPole-v1,100000.0,0.0001,0.99,9
24,14.0,CartPole-v1,100000.0,0.0001,0.99,9
25,27.0,CartPole-v1,100000.0,0.0001,0.99,9
26,14.0,CartPole-v1,100000.0,0.0001,0.99,9
27,12.0,CartPole-v1,100000.0,0.0001,0.99,9
28,10.0,CartPole-v1,100000.0,0.0001,0.99,9
29,12.0,CartPole-v1,100000.0,0.0001,0.99,9
30,53.0,CartPole-v1,100000.0,0.0001,0.99,9
31,15.0,CartPole-v1,100000.0,0.0001,0.99,9
32,17.0,CartPole-v1,100000.0,0.0001,0.99,9
33,11.0,CartPole-v1,100000.0,0.0001,0.99,9
34,44.0,CartPole-v1,100000.0,0.0001,0.99,9
35,15.0,CartPole-v1,100000.0,0.0001,0.99,9
36,14.0,CartPole-v1,100000.0,0.0001,0.99,9
37,17.0,CartPole-v1,100000.0,0.0001,0.99,9
38,11.0,CartPole-v1,100000.0,0.0001,0.99,9
39,14.0,CartPole-v1,100000.0,0.0001,0.99,9
40,20.0,CartPole-v1,100000.0,0.0001,0.99,9
41,9.0,CartPole-v1,100000.0,0.0001,0.99,9
42,12.0,CartPole-v1,100000.0,0.0001,0.99,9
43,22.0,CartPole-v1,100000.0,0.0001,0.99,9
44,55.0,CartPole-v1,100000.0,0.0001,0.99,9
45,39.0,CartPole-v1,100000.0,0.0001,0.99,9
46,9.0,CartPole-v1,100000.0,0.0001,0.99,9
47,33.0,CartPole-v1,100000.0,0.0001,0.99,9
48,23.0,CartPole-v1,100000.0,0.0001,0.99,9
49,23.0,CartPole-v1,100000.0,0.0001,0.99,9
50,12.0,CartPole-v1,100000.0,0.0001,0.99,9
51,17.0,CartPole-v1,100000.0,0.0001,0.99,9
52,11.0,CartPole-v1,100000.0,0.0001,0.99,9
53,20.0,CartPole-v1,100000.0,0.0001,0.99,9
54,12.0,CartPole-v1,100000.0,0.0001,0.99,9
55,13.0,CartPole-v1,100000.0,0.0001,0.99,9
56,12.0,CartPole-v1,100000.0,0.0001,0.99,9
57,13.0,CartPole-v1,100000.0,0.0001,0.99,9
58,15.0,CartPole-v1,100000.0,0.0001,0.99,9
59,40.0,CartPole-v1,100000.0,0.0001,0.99,9
60,14.0,CartPole-v1,100000.0,0.0001,0.99,9
61,16.0,CartPole-v1,100000.0,0.0001,0.99,9
62,31.0,CartPole-v1,100000.0,0.0001,0.99,9
63,18.0,CartPole-v1,100000.0,0.0001,0.99,9
64,23.0,CartPole-v1,100000.0,0.0001,0.99,9
65,11.0,CartPole-v1,100000.0,0.0001,0.99,9
66,12.0,CartPole-v1,100000.0,0.0001,0.99,9
67,14.0,CartPole-v1,100000.0,0.0001,0.99,9
68,15.0,CartPole-v1,100000.0,0.0001,0.99,9
69,16.0,CartPole-v1,100000.0,0.0001,0.99,9
70,37.0,CartPole-v1,100000.0,0.0001,0.99,9
71,20.0,CartPole-v1,100000.0,0.0001,0.99,9
72,13.0,CartPole-v1,100000.0,0.0001,0.99,9
73,44.0,CartPole-v1,100000.0,0.0001,0.99,9
74,12.0,CartPole-v1,100000.0,0.0001,0.99,9
75,20.0,CartPole-v1,100000.0,0.0001,0.99,9
76,17.0,CartPole-v1,100000.0,0.0001,0.99,9
77,16.0,CartPole-v1,100000.0,0.0001,0.99,9
78,54.0,CartPole-v1,100000.0,0.0001,0.99,9
79,17.0,CartPole-v1,100000.0,0.0001,0.99,9
80,13.0,CartPole-v1,100000.0,0.0001,0.99,9
81,52.0,CartPole-v1,100000.0,0.0001,0.99,9
82,25.0,CartPole-v1,100000.0,0.0001,0.99,9
83,11.0,CartPole-v1,100000.0,0.0001,0.99,9
84,14.0,CartPole-v1,100000.0,0.0001,0.99,9
85,14.0,CartPole-v1,100000.0,0.0001,0.99,9
86,12.0,CartPole-v1,100000.0,0.0001,0.99,9
87,16.0,CartPole-v1,100000.0,0.0001,0.99,9
88,27.0,CartPole-v1,100000.0,0.0001,0.99,9
89,34.0,CartPole-v1,100000.0,0.0001,0.99,9
90,15.0,CartPole-v1,100000.0,0.0001,0.99,9
91,12.0,CartPole-v1,100000.0,0.0001,0.99,9
92,36.0,CartPole-v1,100000.0,0.0001,0.99,9
93,19.0,CartPole-v1,100000.0,0.0001,0.99,9
94,11.0,CartPole-v1,100000.0,0.0001,0.99,9
95,16.0,CartPole-v1,100000.0,0.0001,0.99,9
96,19.0,CartPole-v1,100000.0,0.0001,0.99,9
97,37.0,CartPole-v1,100000.0,0.0001,0.99,9
98,15.0,CartPole-v1,100000.0,0.0001,0.99,9
99,17.0,CartPole-v1,100000.0,0.0001,0.99,9
100,22.0,CartPole-v1,100000.0,0.0001,0.99,9
101,15.0,CartPole-v1,100000.0,0.0001,0.99,9
102,14.0,CartPole-v1,100000.0,0.0001,0.99,9
103,45.0,CartPole-v1,100000.0,0.0001,0.99,9
104,19.0,CartPole-v1,100000.0,0.0001,0.99,9
105,18.0,CartPole-v1,100000.0,0.0001,0.99,9
106,17.0,CartPole-v1,100000.0,0.0001,0.99,9
107,16.0,CartPole-v1,100000.0,0.0001,0.99,9
108,21.0,CartPole-v1,100000.0,0.0001,0.99,9
109,12.0,CartPole-v1,100000.0,0.0001,0.99,9
110,25.0,CartPole-v1,100000.0,0.0001,0.99,9
111,41.0,CartPole-v1,100000.0,0.0001,0.99,9
112,10.0,CartPole-v1,100000.0,0.0001,0.99,9
113,24.0,CartPole-v1,100000.0,0.0001,0.99,9
114,28.0,CartPole-v1,100000.0,0.0001,0.99,9
115,13.0,CartPole-v1,100000.0,0.0001,0.99,9
116,10.0,CartPole-v1,100000.0,0.0001,0.99,9
117,19.0,CartPole-v1,100000.0,0.0001,0.99,9
118,25.0,CartPole-v1,100000.0,0.0001,0.99,9
119,14.0,CartPole-v1,100000.0,0.0001,0.99,9
120,55.0,CartPole-v1,100000.0,0.0001,0.99,9
121,16.0,CartPole-v1,100000.0,0.0001,0.99,9
122,28.0,CartPole-v1,100000.0,0.0001,0.99,9
123,19.0,CartPole-v1,100000.0,0.0001,0.99,9
124,22.0,CartPole-v1,100000.0,0.0001,0.99,9
125,29.0,CartPole-v1,100000.0,0.0001,0.99,9
126,43.0,CartPole-v1,100000.0,0.0001,0.99,9
127,17.0,CartPole-v1,100000.0,0.0001,0.99,9
128,16.0,CartPole-v1,100000.0,0.0001,0.99,9
129,17.0,CartPole-v1,100000.0,0.0001,0.99,9
130,14.0,CartPole-v1,100000.0,0.0001,0.99,9
131,35.0,CartPole-v1,100000.0,0.0001,0.99,9
132,21.0,CartPole-v1,100000.0,0.0001,0.99,9
133,11.0,CartPole-v1,100000.0,0.0001,0.99,9
134,14.0,CartPole-v1,100000.0,0.0001,0.99,9
135,15.0,CartPole-v1,100000.0,0.0001,0.99,9
136,16.0,CartPole-v1,100000.0,0.0001,0.99,9
137,49.0,CartPole-v1,100000.0,0.0001,0.99,9
138,29.0,CartPole-v1,100000.0,0.0001,0.99,9
139,38.0,CartPole-v1,100000.0,0.0001,0.99,9
140,14.0,CartPole-v1,100000.0,0.0001,0.99,9
141,24.0,CartPole-v1,100000.0,0.0001,0.99,9
142,43.0,CartPole-v1,100000.0,0.0001,0.99,9
143,14.0,CartPole-v1,100000.0,0.0001,0.99,9
144,13.0,CartPole-v1,100000.0,0.0001,0.99,9
145,19.0,CartPole-v1,100000.0,0.0001,0.99,9
146,16.0,CartPole-v1,100000.0,0.0001,0.99,9
147,42.0,CartPole-v1,100000.0,0.0001,0.99,9
148,12.0,CartPole-v1,100000.0,0.0001,0.99,9
149,14.0,CartPole-v1,100000.0,0.0001,0.99,9
150,16.0,CartPole-v1,100000.0,0.0001,0.99,9
151,12.0,CartPole-v1,100000.0,0.0001,0.99,9
152,17.0,CartPole-v1,100000.0,0.0001,0.99,9
153,14.0,CartPole-v1,100000.0,0.0001,0.99,9
154,33.0,CartPole-v1,100000.0,0.0001,0.99,9
155,10.0,CartPole-v1,100000.0,0.0001,0.99,9
156,12.0,CartPole-v1,100000.0,0.0001,0.99,9
157,29.0,CartPole-v1,100000.0,0.0001,0.99,9
158,24.0,CartPole-v1,100000.0,0.0001,0.99,9
159,18.0,CartPole-v1,100000.0,0.0001,0.99,9
160,21.0,CartPole-v1,100000.0,0.0001,0.99,9
161,10.0,CartPole-v1,100000.0,0.0001,0.99,9
162,12.0,CartPole-v1,100000.0,0.0001,0.99,9
163,22.0,CartPole-v1,100000.0,0.0001,0.99,9
164,28.0,CartPole-v1,100000.0,0.0001,0.99,9
165,15.0,CartPole-v1,100000.0,0.0001,0.99,9
166,14.0,CartPole-v1,100000.0,0.0001,0.99,9
167,39.0,CartPole-v1,100000.0,0.0001,0.99,9
168,27.0,CartPole-v1,100000.0,0.0001,0.99,9
169,28.0,CartPole-v1,100000.0,0.0001,0.99,9
170,25.0,CartPole-v1,100000.0,0.0001,0.99,9
171,17.0,CartPole-v1,100000.0,0.0001,0.99,9
172,14.0,CartPole-v1,100000.0,0.0001,0.99,9
173,10.0,CartPole-v1,100000.0,0.0001,0.99,9
174,16.0,CartPole-v1,100000.0,0.0001,0.99,9
175,23.0,CartPole-v1,100000.0,0.0001,0.99,9
176,19.0,CartPole-v1,100000.0,0.0001,0.99,9
177,17.0,CartPole-v1,100000.0,0.0001,0.99,9
178,23.0,CartPole-v1,100000.0,0.0001,0.99,9
179,15.0,CartPole-v1,100000.0,0.0001,0.99,9
180,12.0,CartPole-v1,100000.0,0.0001,0.99,9
181,22.0,CartPole-v1,100000.0,0.0001,0.99,9
182,39.0,CartPole-v1,100000.0,0.0001,0.99,9
183,20.0,CartPole-v1,100000.0,0.0001,0.99,9
184,17.0,CartPole-v1,100000.0,0.0001,0.99,9
185,22.0,CartPole-v1,100000.0,0.0001,0.99,9
186,18.0,CartPole-v1,100000.0,0.0001,0.99,9
187,16.0,CartPole-v1,100000.0,0.0001,0.99,9
188,20.0,CartPole-v1,100000.0,0.0001,0.99,9
189,45.0,CartPole-v1,100000.0,0.0001,0.99,9
190,20.0,CartPole-v1,100000.0,0.0001,0.99,9
191,32.0,CartPole-v1,100000.0,0.0001,0.99,9
192,17.0,CartPole-v1,100000.0,0.0001,0.99,9
193,15.0,CartPole-v1,100000.0,0.0001,0.99,9
194,33.0,CartPole-v1,100000.0,0.0001,0.99,9
195,17.0,CartPole-v1,100000.0,0.0001,0.99,9
196,26.0,CartPole-v1,100000.0,0.0001,0.99,9
197,28.0,CartPole-v1,100000.0,0.0001,0.99,9
198,20.0,CartPole-v1,100000.0,0.0001,0.99,9
199,23.0,CartPole-v1,100000.0,0.0001,0.99,9
200,17.0,CartPole-v1,100000.0,0.0001,0.99,9
201,11.0,CartPole-v1,100000.0,0.0001,0.99,9
202,52.0,CartPole-v1,100000.0,0.0001,0.99,9
203,35.0,CartPole-v1,100000.0,0.0001,0.99,9
204,15.0,CartPole-v1,100000.0,0.0001,0.99,9
205,13.0,CartPole-v1,100000.0,0.0001,0.99,9
206,16.0,CartPole-v1,100000.0,0.0001,0.99,9
207,20.0,CartPole-v1,100000.0,0.0001,0.99,9
208,43.0,CartPole-v1,100000.0,0.0001,0.99,9
209,17.0,CartPole-v1,100000.0,0.0001,0.99,9
210,17.0,CartPole-v1,100000.0,0.0001,0.99,9
211,9.0,CartPole-v1,100000.0,0.0001,0.99,9
212,15.0,CartPole-v1,100000.0,0.0001,0.99,9
213,26.0,CartPole-v1,100000.0,0.0001,0.99,9
214,14.0,CartPole-v1,100000.0,0.0001,0.99,9
215,10.0,CartPole-v1,100000.0,0.0001,0.99,9
216,16.0,CartPole-v1,100000.0,0.0001,0.99,9
217,11.0,CartPole-v1,100000.0,0.0001,0.99,9
218,37.0,CartPole-v1,100000.0,0.0001,0.99,9
219,22.0,CartPole-v1,100000.0,0.0001,0.99,9
220,12.0,CartPole-v1,100000.0,0.0001,0.99,9
221,29.0,CartPole-v1,100000.0,0.0001,0.99,9
222,27.0,CartPole-v1,100000.0,0.0001,0.99,9
223,11.0,CartPole-v1,100000.0,0.0001,0.99,9
224,30.0,CartPole-v1,100000.0,0.0001,0.99,9
225,11.0,CartPole-v1,100000.0,0.0001,0.99,9
226,21.0,CartPole-v1,100000.0,0.0001,0.99,9
227,19.0,CartPole-v1,100000.0,0.0001,0.99,9
228,14.0,CartPole-v1,100000.0,0.0001,0.99,9
229,27.0,CartPole-v1,100000.0,0.0001,0.99,9
230,11.0,CartPole-v1,100000.0,0.0001,0.99,9
231,11.0,CartPole-v1,100000.0,0.0001,0.99,9
232,12.0,CartPole-v1,100000.0,0.0001,0.99,9
233,21.0,CartPole-v1,100000.0,0.0001,0.99,9
234,13.0,CartPole-v1,100000.0,0.0001,0.99,9
235,10.0,CartPole-v1,100000.0,0.0001,0.99,9
236,16.0,CartPole-v1,100000.0,0.0001,0.99,9
237,12.0,CartPole-v1,100000.0,0.0001,0.99,9
238,15.0,CartPole-v1,100000.0,0.0001,0.99,9
239,18.0,CartPole-v1,100000.0,0.0001,0.99,9
240,31.0,CartPole-v1,100000.0,0.0001,0.99,9
241,12.0,CartPole-v1,100000.0,0.0001,0.99,9
242,13.0,CartPole-v1,100000.0,0.0001,0.99,9
243,26.0,CartPole-v1,100000.0,0.0001,0.99,9
244,40.0,CartPole-v1,100000.0,0.0001,0.99,9
245,47.0,CartPole-v1,100000.0,0.0001,0.99,9
246,12.0,CartPole-v1,100000.0,0.0001,0.99,9
247,37.0,CartPole-v1,100000.0,0.0001,0.99,9
248,16.0,CartPole-v1,100000.0,0.0001,0.99,9
249,24.0,CartPole-v1,100000.0,0.0001,0.99,9
250,15.0,CartPole-v1,100000.0,0.0001,0.99,9
251,27.0,CartPole-v1,100000.0,0.0001,0.99,9
252,16.0,CartPole-v1,100000.0,0.0001,0.99,9
253,17.0,CartPole-v1,100000.0,0.0001,0.99,9
254,19.0,CartPole-v1,100000.0,0.0001,0.99,9
255,45.0,CartPole-v1,100000.0,0.0001,0.99,9
256,17.0,CartPole-v1,100000.0,0.0001,0.99,9
257,13.0,CartPole-v1,100000.0,0.0001,0.99,9
258,36.0,CartPole-v1,100000.0,0.0001,0.99,9
259,20.0,CartPole-v1,100000.0,0.0001,0.99,9
260,27.0,CartPole-v1,100000.0,0.0001,0.99,9
261,13.0,CartPole-v1,100000.0,0.0001,0.99,9
262,10.0,CartPole-v1,100000.0,0.0001,0.99,9
263,36.0,CartPole-v1,100000.0,0.0001,0.99,9
264,13.0,CartPole-v1,100000.0,0.0001,0.99,9
265,24.0,CartPole-v1,100000.0,0.0001,0.99,9
266,13.0,CartPole-v1,100000.0,0.0001,0.99,9
267,35.0,CartPole-v1,100000.0,0.0001,0.99,9
268,30.0,CartPole-v1,100000.0,0.0001,0.99,9
269,19.0,CartPole-v1,100000.0,0.0001,0.99,9
270,16.0,CartPole-v1,100000.0,0.0001,0.99,9
271,16.0,CartPole-v1,100000.0,0.0001,0.99,9
272,9.0,CartPole-v1,100000.0,0.0001,0.99,9
273,16.0,CartPole-v1,100000.0,0.0001,0.99,9
274,18.0,CartPole-v1,100000.0,0.0001,0.99,9
275,62.0,CartPole-v1,100000.0,0.0001,0.99,9
276,13.0,CartPole-v1,100000.0,0.0001,0.99,9
277,12.0,CartPole-v1,100000.0,0.0001,0.99,9
278,19.0,CartPole-v1,100000.0,0.0001,0.99,9
279,13.0,CartPole-v1,100000.0,0.0001,0.99,9
280,31.0,CartPole-v1,100000.0,0.0001,0.99,9
281,37.0,CartPole-v1,100000.0,0.0001,0.99,9
282,36.0,CartPole-v1,100000.0,0.0001,0.99,9
283,15.0,CartPole-v1,100000.0,0.0001,0.99,9
284,11.0,CartPole-v1,100000.0,0.0001,0.99,9
285,9.0,CartPole-v1,100000.0,0.0001,0.99,9
286,12.0,CartPole-v1,100000.0,0.0001,0.99,9
287,17.0,CartPole-v1,100000.0,0.0001,0.99,9
288,14.0,CartPole-v1,100000.0,0.0001,0.99,9
289,25.0,CartPole-v1,100000.0,0.0001,0.99,9
290,10.0,CartPole-v1,100000.0,0.0001,0.99,9
291,18.0,CartPole-v1,100000.0,0.0001,0.99,9
292,24.0,CartPole-v1,100000.0,0.0001,0.99,9
293,19.0,CartPole-v1,100000.0,0.0001,0.99,9
294,23.0,CartPole-v1,100000.0,0.0001,0.99,9
295,15.0,CartPole-v1,100000.0,0.0001,0.99,9
296,14.0,CartPole-v1,100000.0,0.0001,0.99,9
297,42.0,CartPole-v1,100000.0,0.0001,0.99,9
298,20.0,CartPole-v1,100000.0,0.0001,0.99,9
299,18.0,CartPole-v1,100000.0,0.0001,0.99,9
300,21.0,CartPole-v1,100000.0,0.0001,0.99,9
301,23.0,CartPole-v1,100000.0,0.0001,0.99,9
302,23.0,CartPole-v1,100000.0,0.0001,0.99,9
303,15.0,CartPole-v1,100000.0,0.0001,0.99,9
304,67.0,CartPole-v1,100000.0,0.0001,0.99,9
305,26.0,CartPole-v1,100000.0,0.0001,0.99,9
306,17.0,CartPole-v1,100000.0,0.0001,0.99,9
307,21.0,CartPole-v1,100000.0,0.0001,0.99,9
308,16.0,CartPole-v1,100000.0,0.0001,0.99,9
309,13.0,CartPole-v1,100000.0,0.0001,0.99,9
310,17.0,CartPole-v1,100000.0,0.0001,0.99,9
311,9.0,CartPole-v1,100000.0,0.0001,0.99,9
312,14.0,CartPole-v1,100000.0,0.0001,0.99,9
313,12.0,CartPole-v1,100000.0,0.0001,0.99,9
314,14.0,CartPole-v1,100000.0,0.0001,0.99,9
315,13.0,CartPole-v1,100000.0,0.0001,0.99,9
316,16.0,CartPole-v1,100000.0,0.0001,0.99,9
317,12.0,CartPole-v1,100000.0,0.0001,0.99,9
318,20.0,CartPole-v1,100000.0,0.0001,0.99,9
319,19.0,CartPole-v1,100000.0,0.0001,0.99,9
320,8.0,CartPole-v1,100000.0,0.0001,0.99,9
321,18.0,CartPole-v1,100000.0,0.0001,0.99,9
322,37.0,CartPole-v1,100000.0,0.0001,0.99,9
323,21.0,CartPole-v1,100000.0,0.0001,0.99,9
324,21.0,CartPole-v1,100000.0,0.0001,0.99,9
325,20.0,CartPole-v1,100000.0,0.0001,0.99,9
326,15.0,CartPole-v1,100000.0,0.0001,0.99,9
327,18.0,CartPole-v1,100000.0,0.0001,0.99,9
328,13.0,CartPole-v1,100000.0,0.0001,0.99,9
329,14.0,CartPole-v1,100000.0,0.0001,0.99,9
330,14.0,CartPole-v1,100000.0,0.0001,0.99,9
331,12.0,CartPole-v1,100000.0,0.0001,0.99,9
332,28.0,CartPole-v1,100000.0,0.0001,0.99,9
333,47.0,CartPole-v1,100000.0,0.0001,0.99,9
334,13.0,CartPole-v1,100000.0,0.0001,0.99,9
335,12.0,CartPole-v1,100000.0,0.0001,0.99,9
336,12.0,CartPole-v1,100000.0,0.0001,0.99,9
337,19.0,CartPole-v1,100000.0,0.0001,0.99,9
338,38.0,CartPole-v1,100000.0,0.0001,0.99,9
339,17.0,CartPole-v1,100000.0,0.0001,0.99,9
340,25.0,CartPole-v1,100000.0,0.0001,0.99,9
341,19.0,CartPole-v1,100000.0,0.0001,0.99,9
342,11.0,CartPole-v1,100000.0,0.0001,0.99,9
343,38.0,CartPole-v1,100000.0,0.0001,0.99,9
344,21.0,CartPole-v1,100000.0,0.0001,0.99,9
345,23.0,CartPole-v1,100000.0,0.0001,0.99,9
346,27.0,CartPole-v1,100000.0,0.0001,0.99,9
347,12.0,CartPole-v1,100000.0,0.0001,0.99,9
348,23.0,CartPole-v1,100000.0,0.0001,0.99,9
349,15.0,CartPole-v1,100000.0,0.0001,0.99,9
350,28.0,CartPole-v1,100000.0,0.0001,0.99,9
351,15.0,CartPole-v1,100000.0,0.0001,0.99,9
352,13.0,CartPole-v1,100000.0,0.0001,0.99,9
353,12.0,CartPole-v1,100000.0,0.0001,0.99,9
354,31.0,CartPole-v1,100000.0,0.0001,0.99,9
355,23.0,CartPole-v1,100000.0,0.0001,0.99,9
356,18.0,CartPole-v1,100000.0,0.0001,0.99,9
357,31.0,CartPole-v1,100000.0,0.0001,0.99,9
358,26.0,CartPole-v1,100000.0,0.0001,0.99,9
359,36.0,CartPole-v1,100000.0,0.0001,0.99,9
360,43.0,CartPole-v1,100000.0,0.0001,0.99,9
361,18.0,CartPole-v1,100000.0,0.0001,0.99,9
362,11.0,CartPole-v1,100000.0,0.0001,0.99,9
363,10.0,CartPole-v1,100000.0,0.0001,0.99,9
364,14.0,CartPole-v1,100000.0,0.0001,0.99,9
365,12.0,CartPole-v1,100000.0,0.0001,0.99,9
366,59.0,CartPole-v1,100000.0,0.0001,0.99,9
367,32.0,CartPole-v1,100000.0,0.0001,0.99,9
368,19.0,CartPole-v1,100000.0,0.0001,0.99,9
369,21.0,CartPole-v1,100000.0,0.0001,0.99,9
370,17.0,CartPole-v1,100000.0,0.0001,0.99,9
371,30.0,CartPole-v1,100000.0,0.0001,0.99,9
372,16.0,CartPole-v1,100000.0,0.0001,0.99,9
373,11.0,CartPole-v1,100000.0,0.0001,0.99,9
374,40.0,CartPole-v1,100000.0,0.0001,0.99,9
375,37.0,CartPole-v1,100000.0,0.0001,0.99,9
376,34.0,CartPole-v1,100000.0,0.0001,0.99,9
377,11.0,CartPole-v1,100000.0,0.0001,0.99,9
378,41.0,CartPole-v1,100000.0,0.0001,0.99,9
379,18.0,CartPole-v1,100000.0,0.0001,0.99,9
380,13.0,CartPole-v1,100000.0,0.0001,0.99,9
381,11.0,CartPole-v1,100000.0,0.0001,0.99,9
382,18.0,CartPole-v1,100000.0,0.0001,0.99,9
383,48.0,CartPole-v1,100000.0,0.0001,0.99,9
384,11.0,CartPole-v1,100000.0,0.0001,0.99,9
385,11.0,CartPole-v1,100000.0,0.0001,0.99,9
386,9.0,CartPole-v1,100000.0,0.0001,0.99,9
387,49.0,CartPole-v1,100000.0,0.0001,0.99,9
388,32.0,CartPole-v1,100000.0,0.0001,0.99,9
389,30.0,CartPole-v1,100000.0,0.0001,0.99,9
390,29.0,CartPole-v1,100000.0,0.0001,0.99,9
391,16.0,CartPole-v1,100000.0,0.0001,0.99,9
392,18.0,CartPole-v1,100000.0,0.0001,0.99,9
393,14.0,CartPole-v1,100000.0,0.0001,0.99,9
394,32.0,CartPole-v1,100000.0,0.0001,0.99,9
395,22.0,CartPole-v1,100000.0,0.0001,0.99,9
396,20.0,CartPole-v1,100000.0,0.0001,0.99,9
397,12.0,CartPole-v1,100000.0,0.0001,0.99,9
398,12.0,CartPole-v1,100000.0,0.0001,0.99,9
399,11.0,CartPole-v1,100000.0,0.0001,0.99,9
400,13.0,CartPole-v1,100000.0,0.0001,0.99,9
401,33.0,CartPole-v1,100000.0,0.0001,0.99,9
402,12.0,CartPole-v1,100000.0,0.0001,0.99,9
403,35.0,CartPole-v1,100000.0,0.0001,0.99,9
404,26.0,CartPole-v1,100000.0,0.0001,0.99,9
405,18.0,CartPole-v1,100000.0,0.0001,0.99,9
406,14.0,CartPole-v1,100000.0,0.0001,0.99,9
407,41.0,CartPole-v1,100000.0,0.0001,0.99,9
408,25.0,CartPole-v1,100000.0,0.0001,0.99,9
409,20.0,CartPole-v1,100000.0,0.0001,0.99,9
410,13.0,CartPole-v1,100000.0,0.0001,0.99,9
411,23.0,CartPole-v1,100000.0,0.0001,0.99,9
412,14.0,CartPole-v1,100000.0,0.0001,0.99,9
413,28.0,CartPole-v1,100000.0,0.0001,0.99,9
414,23.0,CartPole-v1,100000.0,0.0001,0.99,9
415,14.0,CartPole-v1,100000.0,0.0001,0.99,9
416,39.0,CartPole-v1,100000.0,0.0001,0.99,9
417,21.0,CartPole-v1,100000.0,0.0001,0.99,9
418,23.0,CartPole-v1,100000.0,0.0001,0.99,9
419,19.0,CartPole-v1,100000.0,0.0001,0.99,9
