Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,38.0,CartPole-v1,100000.0,0.0001,0.99,5
2,16.0,CartPole-v1,100000.0,0.0001,0.99,5
3,14.0,CartPole-v1,100000.0,0.0001,0.99,5
4,24.0,CartPole-v1,100000.0,0.0001,0.99,5
5,16.0,CartPole-v1,100000.0,0.0001,0.99,5
6,15.0,CartPole-v1,100000.0,0.0001,0.99,5
7,14.0,CartPole-v1,100000.0,0.0001,0.99,5
8,14.0,CartPole-v1,100000.0,0.0001,0.99,5
9,20.0,CartPole-v1,100000.0,0.0001,0.99,5
10,13.0,CartPole-v1,100000.0,0.0001,0.99,5
11,8.0,CartPole-v1,100000.0,0.0001,0.99,5
12,33.0,CartPole-v1,100000.0,0.0001,0.99,5
13,26.0,CartPole-v1,100000.0,0.0001,0.99,5
14,14.0,CartPole-v1,100000.0,0.0001,0.99,5
15,21.0,CartPole-v1,100000.0,0.0001,0.99,5
16,13.0,CartPole-v1,100000.0,0.0001,0.99,5
17,21.0,CartPole-v1,100000.0,0.0001,0.99,5
18,15.0,CartPole-v1,100000.0,0.0001,0.99,5
19,19.0,CartPole-v1,100000.0,0.0001,0.99,5
20,29.0,CartPole-v1,100000.0,0.0001,0.99,5
21,13.0,CartPole-v1,100000.0,0.0001,0.99,5
22,16.0,CartPole-v1,100000.0,0.0001,0.99,5
23,93.0,CartPole-v1,100000.0,0.0001,0.99,5
24,36.0,CartPole-v1,100000.0,0.0001,0.99,5
25,12.0,CartPole-v1,100000.0,0.0001,0.99,5
26,13.0,CartPole-v1,100000.0,0.0001,0.99,5
27,11.0,CartPole-v1,100000.0,0.0001,0.99,5
28,32.0,CartPole-v1,100000.0,0.0001,0.99,5
29,18.0,CartPole-v1,100000.0,0.0001,0.99,5
30,22.0,CartPole-v1,100000.0,0.0001,0.99,5
31,13.0,CartPole-v1,100000.0,0.0001,0.99,5
32,23.0,CartPole-v1,100000.0,0.0001,0.99,5
33,16.0,CartPole-v1,100000.0,0.0001,0.99,5
34,15.0,CartPole-v1,100000.0,0.0001,0.99,5
35,22.0,CartPole-v1,100000.0,0.0001,0.99,5
36,29.0,CartPole-v1,100000.0,0.0001,0.99,5
37,22.0,CartPole-v1,100000.0,0.0001,0.99,5
38,37.0,CartPole-v1,100000.0,0.0001,0.99,5
39,18.0,CartPole-v1,100000.0,0.0001,0.99,5
40,31.0,CartPole-v1,100000.0,0.0001,0.99,5
41,29.0,CartPole-v1,100000.0,0.0001,0.99,5
42,9.0,CartPole-v1,100000.0,0.0001,0.99,5
43,16.0,CartPole-v1,100000.0,0.0001,0.99,5
44,13.0,CartPole-v1,100000.0,0.0001,0.99,5
45,14.0,CartPole-v1,100000.0,0.0001,0.99,5
46,17.0,CartPole-v1,100000.0,0.0001,0.99,5
47,15.0,CartPole-v1,100000.0,0.0001,0.99,5
48,14.0,CartPole-v1,100000.0,0.0001,0.99,5
49,21.0,CartPole-v1,100000.0,0.0001,0.99,5
50,15.0,CartPole-v1,100000.0,0.0001,0.99,5
51,9.0,CartPole-v1,100000.0,0.0001,0.99,5
52,20.0,CartPole-v1,100000.0,0.0001,0.99,5
53,22.0,CartPole-v1,100000.0,0.0001,0.99,5
54,14.0,CartPole-v1,100000.0,0.0001,0.99,5
55,16.0,CartPole-v1,100000.0,0.0001,0.99,5
56,13.0,CartPole-v1,100000.0,0.0001,0.99,5
57,37.0,CartPole-v1,100000.0,0.0001,0.99,5
58,13.0,CartPole-v1,100000.0,0.0001,0.99,5
59,19.0,CartPole-v1,100000.0,0.0001,0.99,5
60,16.0,CartPole-v1,100000.0,0.0001,0.99,5
61,20.0,CartPole-v1,100000.0,0.0001,0.99,5
62,18.0,CartPole-v1,100000.0,0.0001,0.99,5
63,23.0,CartPole-v1,100000.0,0.0001,0.99,5
64,57.0,CartPole-v1,100000.0,0.0001,0.99,5
65,16.0,CartPole-v1,100000.0,0.0001,0.99,5
66,26.0,CartPole-v1,100000.0,0.0001,0.99,5
67,20.0,CartPole-v1,100000.0,0.0001,0.99,5
68,9.0,CartPole-v1,100000.0,0.0001,0.99,5
69,17.0,CartPole-v1,100000.0,0.0001,0.99,5
70,27.0,CartPole-v1,100000.0,0.0001,0.99,5
71,14.0,CartPole-v1,100000.0,0.0001,0.99,5
72,18.0,CartPole-v1,100000.0,0.0001,0.99,5
73,21.0,CartPole-v1,100000.0,0.0001,0.99,5
74,28.0,CartPole-v1,100000.0,0.0001,0.99,5
75,14.0,CartPole-v1,100000.0,0.0001,0.99,5
76,28.0,CartPole-v1,100000.0,0.0001,0.99,5
77,48.0,CartPole-v1,100000.0,0.0001,0.99,5
78,15.0,CartPole-v1,100000.0,0.0001,0.99,5
79,15.0,CartPole-v1,100000.0,0.0001,0.99,5
80,17.0,CartPole-v1,100000.0,0.0001,0.99,5
81,22.0,CartPole-v1,100000.0,0.0001,0.99,5
82,21.0,CartPole-v1,100000.0,0.0001,0.99,5
83,16.0,CartPole-v1,100000.0,0.0001,0.99,5
84,45.0,CartPole-v1,100000.0,0.0001,0.99,5
85,23.0,CartPole-v1,100000.0,0.0001,0.99,5
86,24.0,CartPole-v1,100000.0,0.0001,0.99,5
87,25.0,CartPole-v1,100000.0,0.0001,0.99,5
88,21.0,CartPole-v1,100000.0,0.0001,0.99,5
89,32.0,CartPole-v1,100000.0,0.0001,0.99,5
90,16.0,CartPole-v1,100000.0,0.0001,0.99,5
91,12.0,CartPole-v1,100000.0,0.0001,0.99,5
92,17.0,CartPole-v1,100000.0,0.0001,0.99,5
93,11.0,CartPole-v1,100000.0,0.0001,0.99,5
94,15.0,CartPole-v1,100000.0,0.0001,0.99,5
95,14.0,CartPole-v1,100000.0,0.0001,0.99,5
96,16.0,CartPole-v1,100000.0,0.0001,0.99,5
97,15.0,CartPole-v1,100000.0,0.0001,0.99,5
98,17.0,CartPole-v1,100000.0,0.0001,0.99,5
99,23.0,CartPole-v1,100000.0,0.0001,0.99,5
100,31.0,CartPole-v1,100000.0,0.0001,0.99,5
101,14.0,CartPole-v1,100000.0,0.0001,0.99,5
102,25.0,CartPole-v1,100000.0,0.0001,0.99,5
103,19.0,CartPole-v1,100000.0,0.0001,0.99,5
104,11.0,CartPole-v1,100000.0,0.0001,0.99,5
105,26.0,CartPole-v1,100000.0,0.0001,0.99,5
106,31.0,CartPole-v1,100000.0,0.0001,0.99,5
107,36.0,CartPole-v1,100000.0,0.0001,0.99,5
108,15.0,CartPole-v1,100000.0,0.0001,0.99,5
109,10.0,CartPole-v1,100000.0,0.0001,0.99,5
110,16.0,CartPole-v1,100000.0,0.0001,0.99,5
