Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,13.0,CartPole-v1,100000.0,0.0001,0.99,7
2,29.0,CartPole-v1,100000.0,0.0001,0.99,7
3,18.0,CartPole-v1,100000.0,0.0001,0.99,7
4,14.0,CartPole-v1,100000.0,0.0001,0.99,7
5,28.0,CartPole-v1,100000.0,0.0001,0.99,7
6,12.0,CartPole-v1,100000.0,0.0001,0.99,7
7,20.0,CartPole-v1,100000.0,0.0001,0.99,7
8,11.0,CartPole-v1,100000.0,0.0001,0.99,7
9,11.0,CartPole-v1,100000.0,0.0001,0.99,7
10,12.0,CartPole-v1,100000.0,0.0001,0.99,7
11,11.0,CartPole-v1,100000.0,0.0001,0.99,7
12,65.0,CartPole-v1,100000.0,0.0001,0.99,7
13,17.0,CartPole-v1,100000.0,0.0001,0.99,7
14,13.0,CartPole-v1,100000.0,0.0001,0.99,7
15,24.0,CartPole-v1,100000.0,0.0001,0.99,7
16,16.0,CartPole-v1,100000.0,0.0001,0.99,7
17,22.0,CartPole-v1,100000.0,0.0001,0.99,7
18,22.0,CartPole-v1,100000.0,0.0001,0.99,7
19,21.0,CartPole-v1,100000.0,0.0001,0.99,7
20,13.0,CartPole-v1,100000.0,0.0001,0.99,7
21,14.0,CartPole-v1,100000.0,0.0001,0.99,7
22,14.0,CartPole-v1,100000.0,0.0001,0.99,7
23,11.0,CartPole-v1,100000.0,0.0001,0.99,7
24,33.0,CartPole-v1,100000.0,0.0001,0.99,7
25,18.0,CartPole-v1,100000.0,0.0001,0.99,7
26,21.0,CartPole-v1,100000.0,0.0001,0.99,7
27,26.0,CartPole-v1,100000.0,0.0001,0.99,7
28,31.0,CartPole-v1,100000.0,0.0001,0.99,7
29,30.0,CartPole-v1,100000.0,0.0001,0.99,7
30,27.0,CartPole-v1,100000.0,0.0001,0.99,7
31,12.0,CartPole-v1,100000.0,0.0001,0.99,7
32,31.0,CartPole-v1,100000.0,0.0001,0.99,7
33,33.0,CartPole-v1,100000.0,0.0001,0.99,7
34,15.0,CartPole-v1,100000.0,0.0001,0.99,7
35,38.0,CartPole-v1,100000.0,0.0001,0.99,7
36,42.0,CartPole-v1,100000.0,0.0001,0.99,7
37,31.0,CartPole-v1,100000.0,0.0001,0.99,7
38,12.0,CartPole-v1,100000.0,0.0001,0.99,7
39,38.0,CartPole-v1,100000.0,0.0001,0.99,7
40,13.0,CartPole-v1,100000.0,0.0001,0.99,7
41,27.0,CartPole-v1,100000.0,0.0001,0.99,7
42,20.0,CartPole-v1,100000.0,0.0001,0.99,7
43,16.0,CartPole-v1,100000.0,0.0001,0.99,7
44,15.0,CartPole-v1,100000.0,0.0001,0.99,7
45,19.0,CartPole-v1,100000.0,0.0001,0.99,7
46,21.0,CartPole-v1,100000.0,0.0001,0.99,7
47,22.0,CartPole-v1,100000.0,0.0001,0.99,7
48,36.0,CartPole-v1,100000.0,0.0001,0.99,7
49,26.0,CartPole-v1,100000.0,0.0001,0.99,7
50,14.0,CartPole-v1,100000.0,0.0001,0.99,7
51,20.0,CartPole-v1,100000.0,0.0001,0.99,7
52,27.0,CartPole-v1,100000.0,0.0001,0.99,7
53,26.0,CartPole-v1,100000.0,0.0001,0.99,7
54,18.0,CartPole-v1,100000.0,0.0001,0.99,7
55,14.0,CartPole-v1,100000.0,0.0001,0.99,7
56,16.0,CartPole-v1,100000.0,0.0001,0.99,7
57,9.0,CartPole-v1,100000.0,0.0001,0.99,7
58,33.0,CartPole-v1,100000.0,0.0001,0.99,7
