Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,16.0,CartPole-v1,100000.0,0.0001,0.99,8
2,12.0,CartPole-v1,100000.0,0.0001,0.99,8
3,17.0,CartPole-v1,100000.0,0.0001,0.99,8
4,35.0,CartPole-v1,100000.0,0.0001,0.99,8
5,23.0,CartPole-v1,100000.0,0.0001,0.99,8
6,16.0,CartPole-v1,100000.0,0.0001,0.99,8
7,24.0,CartPole-v1,100000.0,0.0001,0.99,8
8,17.0,CartPole-v1,100000.0,0.0001,0.99,8
9,10.0,CartPole-v1,100000.0,0.0001,0.99,8
10,13.0,CartPole-v1,100000.0,0.0001,0.99,8
11,17.0,CartPole-v1,100000.0,0.0001,0.99,8
12,11.0,CartPole-v1,100000.0,0.0001,0.99,8
13,8.0,CartPole-v1,100000.0,0.0001,0.99,8
14,10.0,CartPole-v1,100000.0,0.0001,0.99,8
15,15.0,CartPole-v1,100000.0,0.0001,0.99,8
16,24.0,CartPole-v1,100000.0,0.0001,0.99,8
17,11.0,CartPole-v1,100000.0,0.0001,0.99,8
18,15.0,CartPole-v1,100000.0,0.0001,0.99,8
19,10.0,CartPole-v1,100000.0,0.0001,0.99,8
20,13.0,CartPole-v1,100000.0,0.0001,0.99,8
21,19.0,CartPole-v1,100000.0,0.0001,0.99,8
22,15.0,CartPole-v1,100000.0,0.0001,0.99,8
23,15.0,CartPole-v1,100000.0,0.0001,0.99,8
24,13.0,CartPole-v1,100000.0,0.0001,0.99,8
25,20.0,CartPole-v1,100000.0,0.0001,0.99,8
26,15.0,CartPole-v1,100000.0,0.0001,0.99,8
27,14.0,CartPole-v1,100000.0,0.0001,0.99,8
28,19.0,CartPole-v1,100000.0,0.0001,0.99,8
29,16.0,CartPole-v1,100000.0,0.0001,0.99,8
30,11.0,CartPole-v1,100000.0,0.0001,0.99,8
31,45.0,CartPole-v1,100000.0,0.0001,0.99,8
32,21.0,CartPole-v1,100000.0,0.0001,0.99,8
33,24.0,CartPole-v1,100000.0,0.0001,0.99,8
