Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,20,CartPole-v1,100000.0,0.0001,0.9,4,8
200,20,CartPole-v1,100000.0,0.0001,0.9,4,8
300,20,CartPole-v1,100000.0,0.0001,0.9,4,8
400,17,CartPole-v1,100000.0,0.0001,0.9,4,8
500,17,CartPole-v1,100000.0,0.0001,0.9,4,8
600,17,CartPole-v1,100000.0,0.0001,0.9,4,8
700,16,CartPole-v1,100000.0,0.0001,0.9,4,8
800,15,CartPole-v1,100000.0,0.0001,0.9,4,8
900,16,CartPole-v1,100000.0,0.0001,0.9,4,8
1000,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1100,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1200,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1300,13,CartPole-v1,100000.0,0.0001,0.9,4,8
1400,13,CartPole-v1,100000.0,0.0001,0.9,4,8
1500,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1600,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1700,14,CartPole-v1,100000.0,0.0001,0.9,4,8
1800,13,CartPole-v1,100000.0,0.0001,0.9,4,8
1900,16,CartPole-v1,100000.0,0.0001,0.9,4,8
2000,15,CartPole-v1,100000.0,0.0001,0.9,4,8
2100,17,CartPole-v1,100000.0,0.0001,0.9,4,8
2200,17,CartPole-v1,100000.0,0.0001,0.9,4,8
2300,18,CartPole-v1,100000.0,0.0001,0.9,4,8
2400,21,CartPole-v1,100000.0,0.0001,0.9,4,8
2500,17,CartPole-v1,100000.0,0.0001,0.9,4,8
2600,18,CartPole-v1,100000.0,0.0001,0.9,4,8
2700,17,CartPole-v1,100000.0,0.0001,0.9,4,8
2800,18,CartPole-v1,100000.0,0.0001,0.9,4,8
2900,17,CartPole-v1,100000.0,0.0001,0.9,4,8
3000,18,CartPole-v1,100000.0,0.0001,0.9,4,8
3100,15,CartPole-v1,100000.0,0.0001,0.9,4,8
3200,18,CartPole-v1,100000.0,0.0001,0.9,4,8
3300,17,CartPole-v1,100000.0,0.0001,0.9,4,8
3400,19,CartPole-v1,100000.0,0.0001,0.9,4,8
3500,19,CartPole-v1,100000.0,0.0001,0.9,4,8
3600,18,CartPole-v1,100000.0,0.0001,0.9,4,8
3700,19,CartPole-v1,100000.0,0.0001,0.9,4,8
3800,21,CartPole-v1,100000.0,0.0001,0.9,4,8
3900,18,CartPole-v1,100000.0,0.0001,0.9,4,8
4000,20,CartPole-v1,100000.0,0.0001,0.9,4,8
4100,20,CartPole-v1,100000.0,0.0001,0.9,4,8
4200,18,CartPole-v1,100000.0,0.0001,0.9,4,8
4300,19,CartPole-v1,100000.0,0.0001,0.9,4,8
4400,20,CartPole-v1,100000.0,0.0001,0.9,4,8
4500,20,CartPole-v1,100000.0,0.0001,0.9,4,8
4600,19,CartPole-v1,100000.0,0.0001,0.9,4,8
4700,21,CartPole-v1,100000.0,0.0001,0.9,4,8
4800,19,CartPole-v1,100000.0,0.0001,0.9,4,8
4900,19,CartPole-v1,100000.0,0.0001,0.9,4,8
5000,19,CartPole-v1,100000.0,0.0001,0.9,4,8
5100,19,CartPole-v1,100000.0,0.0001,0.9,4,8
5200,22,CartPole-v1,100000.0,0.0001,0.9,4,8
5300,20,CartPole-v1,100000.0,0.0001,0.9,4,8
5400,21,CartPole-v1,100000.0,0.0001,0.9,4,8
5500,24,CartPole-v1,100000.0,0.0001,0.9,4,8
5600,20,CartPole-v1,100000.0,0.0001,0.9,4,8
5700,22,CartPole-v1,100000.0,0.0001,0.9,4,8
5800,21,CartPole-v1,100000.0,0.0001,0.9,4,8
5900,20,CartPole-v1,100000.0,0.0001,0.9,4,8
6000,21,CartPole-v1,100000.0,0.0001,0.9,4,8
6100,20,CartPole-v1,100000.0,0.0001,0.9,4,8
6200,22,CartPole-v1,100000.0,0.0001,0.9,4,8
6300,21,CartPole-v1,100000.0,0.0001,0.9,4,8
6400,20,CartPole-v1,100000.0,0.0001,0.9,4,8
6500,20,CartPole-v1,100000.0,0.0001,0.9,4,8
6600,20,CartPole-v1,100000.0,0.0001,0.9,4,8
6700,21,CartPole-v1,100000.0,0.0001,0.9,4,8
6800,19,CartPole-v1,100000.0,0.0001,0.9,4,8
6900,19,CartPole-v1,100000.0,0.0001,0.9,4,8
7000,20,CartPole-v1,100000.0,0.0001,0.9,4,8
7100,21,CartPole-v1,100000.0,0.0001,0.9,4,8
7200,19,CartPole-v1,100000.0,0.0001,0.9,4,8
7300,20,CartPole-v1,100000.0,0.0001,0.9,4,8
7400,17,CartPole-v1,100000.0,0.0001,0.9,4,8
7500,21,CartPole-v1,100000.0,0.0001,0.9,4,8
