Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,17,CartPole-v1,100000.0,0.0005,0.95,5,8
200,18,CartPole-v1,100000.0,0.0005,0.95,5,8
300,19,CartPole-v1,100000.0,0.0005,0.95,5,8
400,17,CartPole-v1,100000.0,0.0005,0.95,5,8
500,13,CartPole-v1,100000.0,0.0005,0.95,5,8
600,13,CartPole-v1,100000.0,0.0005,0.95,5,8
700,13,CartPole-v1,100000.0,0.0005,0.95,5,8
800,15,CartPole-v1,100000.0,0.0005,0.95,5,8
900,19,CartPole-v1,100000.0,0.0005,0.95,5,8
1000,21,CartPole-v1,100000.0,0.0005,0.95,5,8
1100,17,CartPole-v1,100000.0,0.0005,0.95,5,8
1200,20,CartPole-v1,100000.0,0.0005,0.95,5,8
1300,22,CartPole-v1,100000.0,0.0005,0.95,5,8
1400,23,CartPole-v1,100000.0,0.0005,0.95,5,8
1500,25,CartPole-v1,100000.0,0.0005,0.95,5,8
1600,31,CartPole-v1,100000.0,0.0005,0.95,5,8
1700,36,CartPole-v1,100000.0,0.0005,0.95,5,8
1800,45,CartPole-v1,100000.0,0.0005,0.95,5,8
1900,55,CartPole-v1,100000.0,0.0005,0.95,5,8
2000,65,CartPole-v1,100000.0,0.0005,0.95,5,8
2100,80,CartPole-v1,100000.0,0.0005,0.95,5,8
2200,88,CartPole-v1,100000.0,0.0005,0.95,5,8
2300,91,CartPole-v1,100000.0,0.0005,0.95,5,8
2400,102,CartPole-v1,100000.0,0.0005,0.95,5,8
2500,94,CartPole-v1,100000.0,0.0005,0.95,5,8
2600,97,CartPole-v1,100000.0,0.0005,0.95,5,8
2700,95,CartPole-v1,100000.0,0.0005,0.95,5,8
2800,104,CartPole-v1,100000.0,0.0005,0.95,5,8
2900,98,CartPole-v1,100000.0,0.0005,0.95,5,8
3000,115,CartPole-v1,100000.0,0.0005,0.95,5,8
3100,112,CartPole-v1,100000.0,0.0005,0.95,5,8
3200,132,CartPole-v1,100000.0,0.0005,0.95,5,8
3300,136,CartPole-v1,100000.0,0.0005,0.95,5,8
3400,122,CartPole-v1,100000.0,0.0005,0.95,5,8
3500,126,CartPole-v1,100000.0,0.0005,0.95,5,8
3600,203,CartPole-v1,100000.0,0.0005,0.95,5,8
3700,122,CartPole-v1,100000.0,0.0005,0.95,5,8
3800,171,CartPole-v1,100000.0,0.0005,0.95,5,8
3900,227,CartPole-v1,100000.0,0.0005,0.95,5,8
4000,191,CartPole-v1,100000.0,0.0005,0.95,5,8
4100,146,CartPole-v1,100000.0,0.0005,0.95,5,8
4200,178,CartPole-v1,100000.0,0.0005,0.95,5,8
4300,152,CartPole-v1,100000.0,0.0005,0.95,5,8
4400,247,CartPole-v1,100000.0,0.0005,0.95,5,8
