Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,17,CartPole-v1,100000.0,0.0001,0.95,5,8
200,18,CartPole-v1,100000.0,0.0001,0.95,5,8
300,17,CartPole-v1,100000.0,0.0001,0.95,5,8
400,19,CartPole-v1,100000.0,0.0001,0.95,5,8
500,19,CartPole-v1,100000.0,0.0001,0.95,5,8
600,20,CartPole-v1,100000.0,0.0001,0.95,5,8
700,17,CartPole-v1,100000.0,0.0001,0.95,5,8
800,19,CartPole-v1,100000.0,0.0001,0.95,5,8
900,18,CartPole-v1,100000.0,0.0001,0.95,5,8
1000,18,CartPole-v1,100000.0,0.0001,0.95,5,8
1100,19,CartPole-v1,100000.0,0.0001,0.95,5,8
1200,20,CartPole-v1,100000.0,0.0001,0.95,5,8
1300,22,CartPole-v1,100000.0,0.0001,0.95,5,8
1400,19,CartPole-v1,100000.0,0.0001,0.95,5,8
1500,17,CartPole-v1,100000.0,0.0001,0.95,5,8
1600,17,CartPole-v1,100000.0,0.0001,0.95,5,8
1700,15,CartPole-v1,100000.0,0.0001,0.95,5,8
1800,14,CartPole-v1,100000.0,0.0001,0.95,5,8
1900,14,CartPole-v1,100000.0,0.0001,0.95,5,8
2000,14,CartPole-v1,100000.0,0.0001,0.95,5,8
2100,12,CartPole-v1,100000.0,0.0001,0.95,5,8
2200,11,CartPole-v1,100000.0,0.0001,0.95,5,8
2300,11,CartPole-v1,100000.0,0.0001,0.95,5,8
2400,11,CartPole-v1,100000.0,0.0001,0.95,5,8
2500,11,CartPole-v1,100000.0,0.0001,0.95,5,8
2600,10,CartPole-v1,100000.0,0.0001,0.95,5,8
2700,11,CartPole-v1,100000.0,0.0001,0.95,5,8
2800,10,CartPole-v1,100000.0,0.0001,0.95,5,8
2900,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3000,11,CartPole-v1,100000.0,0.0001,0.95,5,8
3100,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3200,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3300,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3400,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3500,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3600,10,CartPole-v1,100000.0,0.0001,0.95,5,8
3700,9,CartPole-v1,100000.0,0.0001,0.95,5,8
3800,9,CartPole-v1,100000.0,0.0001,0.95,5,8
3900,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4000,10,CartPole-v1,100000.0,0.0001,0.95,5,8
4100,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4200,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4300,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4400,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4500,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4600,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4700,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4800,9,CartPole-v1,100000.0,0.0001,0.95,5,8
4900,9,CartPole-v1,100000.0,0.0001,0.95,5,8
5000,9,CartPole-v1,100000.0,0.0001,0.95,5,8
