Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,17,CartPole-v1,100000.0,0.0001,0.99,5,5
200,20,CartPole-v1,100000.0,0.0001,0.99,5,5
300,17,CartPole-v1,100000.0,0.0001,0.99,5,5
400,16,CartPole-v1,100000.0,0.0001,0.99,5,5
500,16,CartPole-v1,100000.0,0.0001,0.99,5,5
600,13,CartPole-v1,100000.0,0.0001,0.99,5,5
700,13,CartPole-v1,100000.0,0.0001,0.99,5,5
800,12,CartPole-v1,100000.0,0.0001,0.99,5,5
900,11,CartPole-v1,100000.0,0.0001,0.99,5,5
1000,11,CartPole-v1,100000.0,0.0001,0.99,5,5
1100,11,CartPole-v1,100000.0,0.0001,0.99,5,5
1200,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1300,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1400,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1500,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1600,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1700,10,CartPole-v1,100000.0,0.0001,0.99,5,5
1800,9,CartPole-v1,100000.0,0.0001,0.99,5,5
1900,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2000,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2100,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2200,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2300,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2400,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2500,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2600,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2700,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2800,9,CartPole-v1,100000.0,0.0001,0.99,5,5
2900,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3000,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3100,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3200,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3300,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3400,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3500,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3600,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3700,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3800,9,CartPole-v1,100000.0,0.0001,0.99,5,5
3900,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4000,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4100,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4200,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4300,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4400,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4500,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4600,9,CartPole-v1,100000.0,0.0001,0.99,5,5
4700,9,CartPole-v1,100000.0,0.0001,0.99,5,5
