Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,22,CartPole-v1,100000.0,0.0001,0.9,4,0
200,22,CartPole-v1,100000.0,0.0001,0.9,4,0
300,21,CartPole-v1,100000.0,0.0001,0.9,4,0
400,20,CartPole-v1,100000.0,0.0001,0.9,4,0
500,21,CartPole-v1,100000.0,0.0001,0.9,4,0
600,19,CartPole-v1,100000.0,0.0001,0.9,4,0
700,20,CartPole-v1,100000.0,0.0001,0.9,4,0
800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
900,19,CartPole-v1,100000.0,0.0001,0.9,4,0
1000,20,CartPole-v1,100000.0,0.0001,0.9,4,0
1100,19,CartPole-v1,100000.0,0.0001,0.9,4,0
1200,18,CartPole-v1,100000.0,0.0001,0.9,4,0
1300,19,CartPole-v1,100000.0,0.0001,0.9,4,0
1400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
1500,19,CartPole-v1,100000.0,0.0001,0.9,4,0
1600,18,CartPole-v1,100000.0,0.0001,0.9,4,0
1700,21,CartPole-v1,100000.0,0.0001,0.9,4,0
1800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
1900,19,CartPole-v1,100000.0,0.0001,0.9,4,0
2000,19,CartPole-v1,100000.0,0.0001,0.9,4,0
2100,20,CartPole-v1,100000.0,0.0001,0.9,4,0
2200,18,CartPole-v1,100000.0,0.0001,0.9,4,0
2300,17,CartPole-v1,100000.0,0.0001,0.9,4,0
2400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
2500,19,CartPole-v1,100000.0,0.0001,0.9,4,0
2600,18,CartPole-v1,100000.0,0.0001,0.9,4,0
2700,18,CartPole-v1,100000.0,0.0001,0.9,4,0
2800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
2900,19,CartPole-v1,100000.0,0.0001,0.9,4,0
3000,21,CartPole-v1,100000.0,0.0001,0.9,4,0
3100,20,CartPole-v1,100000.0,0.0001,0.9,4,0
3200,19,CartPole-v1,100000.0,0.0001,0.9,4,0
3300,22,CartPole-v1,100000.0,0.0001,0.9,4,0
3400,20,CartPole-v1,100000.0,0.0001,0.9,4,0
3500,21,CartPole-v1,100000.0,0.0001,0.9,4,0
3600,21,CartPole-v1,100000.0,0.0001,0.9,4,0
3700,20,CartPole-v1,100000.0,0.0001,0.9,4,0
3800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
3900,21,CartPole-v1,100000.0,0.0001,0.9,4,0
4000,19,CartPole-v1,100000.0,0.0001,0.9,4,0
4100,19,CartPole-v1,100000.0,0.0001,0.9,4,0
4200,21,CartPole-v1,100000.0,0.0001,0.9,4,0
4300,20,CartPole-v1,100000.0,0.0001,0.9,4,0
4400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
4500,20,CartPole-v1,100000.0,0.0001,0.9,4,0
4600,19,CartPole-v1,100000.0,0.0001,0.9,4,0
4700,21,CartPole-v1,100000.0,0.0001,0.9,4,0
4800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
4900,17,CartPole-v1,100000.0,0.0001,0.9,4,0
5000,19,CartPole-v1,100000.0,0.0001,0.9,4,0
5100,18,CartPole-v1,100000.0,0.0001,0.9,4,0
5200,19,CartPole-v1,100000.0,0.0001,0.9,4,0
5300,22,CartPole-v1,100000.0,0.0001,0.9,4,0
5400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
5500,18,CartPole-v1,100000.0,0.0001,0.9,4,0
5600,19,CartPole-v1,100000.0,0.0001,0.9,4,0
5700,19,CartPole-v1,100000.0,0.0001,0.9,4,0
5800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
5900,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6000,20,CartPole-v1,100000.0,0.0001,0.9,4,0
6100,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6200,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6300,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6500,19,CartPole-v1,100000.0,0.0001,0.9,4,0
6600,22,CartPole-v1,100000.0,0.0001,0.9,4,0
6700,21,CartPole-v1,100000.0,0.0001,0.9,4,0
6800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
6900,20,CartPole-v1,100000.0,0.0001,0.9,4,0
7000,18,CartPole-v1,100000.0,0.0001,0.9,4,0
7100,20,CartPole-v1,100000.0,0.0001,0.9,4,0
7200,20,CartPole-v1,100000.0,0.0001,0.9,4,0
7300,19,CartPole-v1,100000.0,0.0001,0.9,4,0
7400,19,CartPole-v1,100000.0,0.0001,0.9,4,0
7500,19,CartPole-v1,100000.0,0.0001,0.9,4,0
7600,20,CartPole-v1,100000.0,0.0001,0.9,4,0
7700,18,CartPole-v1,100000.0,0.0001,0.9,4,0
7800,20,CartPole-v1,100000.0,0.0001,0.9,4,0
7900,21,CartPole-v1,100000.0,0.0001,0.9,4,0
8000,20,CartPole-v1,100000.0,0.0001,0.9,4,0
8100,21,CartPole-v1,100000.0,0.0001,0.9,4,0
