Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,20,CartPole-v1,100000.0,0.0001,0.96,4,6
200,20,CartPole-v1,100000.0,0.0001,0.96,4,6
300,19,CartPole-v1,100000.0,0.0001,0.96,4,6
400,16,CartPole-v1,100000.0,0.0001,0.96,4,6
500,13,CartPole-v1,100000.0,0.0001,0.96,4,6
600,13,CartPole-v1,100000.0,0.0001,0.96,4,6
700,12,CartPole-v1,100000.0,0.0001,0.96,4,6
800,11,CartPole-v1,100000.0,0.0001,0.96,4,6
900,11,CartPole-v1,100000.0,0.0001,0.96,4,6
1000,11,CartPole-v1,100000.0,0.0001,0.96,4,6
1100,11,CartPole-v1,100000.0,0.0001,0.96,4,6
1200,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1300,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1400,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1500,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1600,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1700,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1800,10,CartPole-v1,100000.0,0.0001,0.96,4,6
1900,10,CartPole-v1,100000.0,0.0001,0.96,4,6
2000,10,CartPole-v1,100000.0,0.0001,0.96,4,6
2100,10,CartPole-v1,100000.0,0.0001,0.96,4,6
2200,10,CartPole-v1,100000.0,0.0001,0.96,4,6
2300,10,CartPole-v1,100000.0,0.0001,0.96,4,6
2400,9,CartPole-v1,100000.0,0.0001,0.96,4,6
2500,9,CartPole-v1,100000.0,0.0001,0.96,4,6
2600,9,CartPole-v1,100000.0,0.0001,0.96,4,6
2700,9,CartPole-v1,100000.0,0.0001,0.96,4,6
2800,9,CartPole-v1,100000.0,0.0001,0.96,4,6
2900,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3000,10,CartPole-v1,100000.0,0.0001,0.96,4,6
3100,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3200,10,CartPole-v1,100000.0,0.0001,0.96,4,6
3300,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3400,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3500,10,CartPole-v1,100000.0,0.0001,0.96,4,6
3600,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3700,9,CartPole-v1,100000.0,0.0001,0.96,4,6
3800,10,CartPole-v1,100000.0,0.0001,0.96,4,6
3900,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4000,9,CartPole-v1,100000.0,0.0001,0.96,4,6
4100,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4200,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4300,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4400,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4500,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4600,10,CartPole-v1,100000.0,0.0001,0.96,4,6
4700,11,CartPole-v1,100000.0,0.0001,0.96,4,6
4800,11,CartPole-v1,100000.0,0.0001,0.96,4,6
4900,11,CartPole-v1,100000.0,0.0001,0.96,4,6
5000,12,CartPole-v1,100000.0,0.0001,0.96,4,6
5100,12,CartPole-v1,100000.0,0.0001,0.96,4,6
5200,14,CartPole-v1,100000.0,0.0001,0.96,4,6
5300,15,CartPole-v1,100000.0,0.0001,0.96,4,6
5400,20,CartPole-v1,100000.0,0.0001,0.96,4,6
5500,23,CartPole-v1,100000.0,0.0001,0.96,4,6
5600,23,CartPole-v1,100000.0,0.0001,0.96,4,6
5700,21,CartPole-v1,100000.0,0.0001,0.96,4,6
5800,19,CartPole-v1,100000.0,0.0001,0.96,4,6
5900,20,CartPole-v1,100000.0,0.0001,0.96,4,6
6000,17,CartPole-v1,100000.0,0.0001,0.96,4,6
6100,18,CartPole-v1,100000.0,0.0001,0.96,4,6
6200,17,CartPole-v1,100000.0,0.0001,0.96,4,6
6300,16,CartPole-v1,100000.0,0.0001,0.96,4,6
6400,16,CartPole-v1,100000.0,0.0001,0.96,4,6
6500,15,CartPole-v1,100000.0,0.0001,0.96,4,6
6600,16,CartPole-v1,100000.0,0.0001,0.96,4,6
6700,18,CartPole-v1,100000.0,0.0001,0.96,4,6
6800,18,CartPole-v1,100000.0,0.0001,0.96,4,6
6900,17,CartPole-v1,100000.0,0.0001,0.96,4,6
7000,18,CartPole-v1,100000.0,0.0001,0.96,4,6
7100,17,CartPole-v1,100000.0,0.0001,0.96,4,6
7200,21,CartPole-v1,100000.0,0.0001,0.96,4,6
7300,22,CartPole-v1,100000.0,0.0001,0.96,4,6
7400,21,CartPole-v1,100000.0,0.0001,0.96,4,6
7500,23,CartPole-v1,100000.0,0.0001,0.96,4,6
7600,22,CartPole-v1,100000.0,0.0001,0.96,4,6
7700,22,CartPole-v1,100000.0,0.0001,0.96,4,6
7800,18,CartPole-v1,100000.0,0.0001,0.96,4,6
7900,18,CartPole-v1,100000.0,0.0001,0.96,4,6
8000,18,CartPole-v1,100000.0,0.0001,0.96,4,6
8100,19,CartPole-v1,100000.0,0.0001,0.96,4,6
8200,20,CartPole-v1,100000.0,0.0001,0.96,4,6
8300,21,CartPole-v1,100000.0,0.0001,0.96,4,6
8400,22,CartPole-v1,100000.0,0.0001,0.96,4,6
8500,24,CartPole-v1,100000.0,0.0001,0.96,4,6
8600,23,CartPole-v1,100000.0,0.0001,0.96,4,6
8700,21,CartPole-v1,100000.0,0.0001,0.96,4,6
8800,22,CartPole-v1,100000.0,0.0001,0.96,4,6
8900,23,CartPole-v1,100000.0,0.0001,0.96,4,6
9000,22,CartPole-v1,100000.0,0.0001,0.96,4,6
9100,21,CartPole-v1,100000.0,0.0001,0.96,4,6
9200,21,CartPole-v1,100000.0,0.0001,0.96,4,6
9300,24,CartPole-v1,100000.0,0.0001,0.96,4,6
9400,20,CartPole-v1,100000.0,0.0001,0.96,4,6
9500,24,CartPole-v1,100000.0,0.0001,0.96,4,6
9600,23,CartPole-v1,100000.0,0.0001,0.96,4,6
9700,21,CartPole-v1,100000.0,0.0001,0.96,4,6
9800,23,CartPole-v1,100000.0,0.0001,0.96,4,6
9900,25,CartPole-v1,100000.0,0.0001,0.96,4,6
10000,24,CartPole-v1,100000.0,0.0001,0.96,4,6
10100,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10200,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10300,24,CartPole-v1,100000.0,0.0001,0.96,4,6
10400,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10500,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10600,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10700,22,CartPole-v1,100000.0,0.0001,0.96,4,6
10800,26,CartPole-v1,100000.0,0.0001,0.96,4,6
10900,23,CartPole-v1,100000.0,0.0001,0.96,4,6
11000,23,CartPole-v1,100000.0,0.0001,0.96,4,6
11100,22,CartPole-v1,100000.0,0.0001,0.96,4,6
11200,23,CartPole-v1,100000.0,0.0001,0.96,4,6
11300,21,CartPole-v1,100000.0,0.0001,0.96,4,6
11400,22,CartPole-v1,100000.0,0.0001,0.96,4,6
11500,20,CartPole-v1,100000.0,0.0001,0.96,4,6
11600,22,CartPole-v1,100000.0,0.0001,0.96,4,6
11700,24,CartPole-v1,100000.0,0.0001,0.96,4,6
11800,23,CartPole-v1,100000.0,0.0001,0.96,4,6
11900,22,CartPole-v1,100000.0,0.0001,0.96,4,6
12000,22,CartPole-v1,100000.0,0.0001,0.96,4,6
12100,26,CartPole-v1,100000.0,0.0001,0.96,4,6
12200,24,CartPole-v1,100000.0,0.0001,0.96,4,6
12300,21,CartPole-v1,100000.0,0.0001,0.96,4,6
12400,23,CartPole-v1,100000.0,0.0001,0.96,4,6
