Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,14,CartPole-v1,100000.0,0.0001,0.97,4,1
200,14,CartPole-v1,100000.0,0.0001,0.97,4,1
300,14,CartPole-v1,100000.0,0.0001,0.97,4,1
400,14,CartPole-v1,100000.0,0.0001,0.97,4,1
500,15,CartPole-v1,100000.0,0.0001,0.97,4,1
600,15,CartPole-v1,100000.0,0.0001,0.97,4,1
700,14,CartPole-v1,100000.0,0.0001,0.97,4,1
800,13,CartPole-v1,100000.0,0.0001,0.97,4,1
900,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1000,13,CartPole-v1,100000.0,0.0001,0.97,4,1
1100,15,CartPole-v1,100000.0,0.0001,0.97,4,1
1200,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1300,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1400,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1500,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1600,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1700,14,CartPole-v1,100000.0,0.0001,0.97,4,1
1800,16,CartPole-v1,100000.0,0.0001,0.97,4,1
1900,15,CartPole-v1,100000.0,0.0001,0.97,4,1
2000,16,CartPole-v1,100000.0,0.0001,0.97,4,1
2100,14,CartPole-v1,100000.0,0.0001,0.97,4,1
2200,15,CartPole-v1,100000.0,0.0001,0.97,4,1
2300,14,CartPole-v1,100000.0,0.0001,0.97,4,1
2400,15,CartPole-v1,100000.0,0.0001,0.97,4,1
2500,16,CartPole-v1,100000.0,0.0001,0.97,4,1
2600,16,CartPole-v1,100000.0,0.0001,0.97,4,1
2700,14,CartPole-v1,100000.0,0.0001,0.97,4,1
2800,16,CartPole-v1,100000.0,0.0001,0.97,4,1
2900,14,CartPole-v1,100000.0,0.0001,0.97,4,1
3000,14,CartPole-v1,100000.0,0.0001,0.97,4,1
3100,16,CartPole-v1,100000.0,0.0001,0.97,4,1
3200,14,CartPole-v1,100000.0,0.0001,0.97,4,1
3300,15,CartPole-v1,100000.0,0.0001,0.97,4,1
3400,14,CartPole-v1,100000.0,0.0001,0.97,4,1
3500,15,CartPole-v1,100000.0,0.0001,0.97,4,1
3600,15,CartPole-v1,100000.0,0.0001,0.97,4,1
3700,15,CartPole-v1,100000.0,0.0001,0.97,4,1
3800,16,CartPole-v1,100000.0,0.0001,0.97,4,1
3900,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4000,15,CartPole-v1,100000.0,0.0001,0.97,4,1
4100,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4200,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4300,15,CartPole-v1,100000.0,0.0001,0.97,4,1
4400,15,CartPole-v1,100000.0,0.0001,0.97,4,1
4500,17,CartPole-v1,100000.0,0.0001,0.97,4,1
4600,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4700,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4800,16,CartPole-v1,100000.0,0.0001,0.97,4,1
4900,16,CartPole-v1,100000.0,0.0001,0.97,4,1
5000,17,CartPole-v1,100000.0,0.0001,0.97,4,1
5100,16,CartPole-v1,100000.0,0.0001,0.97,4,1
5200,18,CartPole-v1,100000.0,0.0001,0.97,4,1
5300,18,CartPole-v1,100000.0,0.0001,0.97,4,1
5400,20,CartPole-v1,100000.0,0.0001,0.97,4,1
5500,18,CartPole-v1,100000.0,0.0001,0.97,4,1
5600,18,CartPole-v1,100000.0,0.0001,0.97,4,1
5700,17,CartPole-v1,100000.0,0.0001,0.97,4,1
5800,18,CartPole-v1,100000.0,0.0001,0.97,4,1
5900,18,CartPole-v1,100000.0,0.0001,0.97,4,1
6000,18,CartPole-v1,100000.0,0.0001,0.97,4,1
6100,19,CartPole-v1,100000.0,0.0001,0.97,4,1
6200,18,CartPole-v1,100000.0,0.0001,0.97,4,1
6300,19,CartPole-v1,100000.0,0.0001,0.97,4,1
6400,18,CartPole-v1,100000.0,0.0001,0.97,4,1
6500,20,CartPole-v1,100000.0,0.0001,0.97,4,1
6600,20,CartPole-v1,100000.0,0.0001,0.97,4,1
6700,20,CartPole-v1,100000.0,0.0001,0.97,4,1
6800,20,CartPole-v1,100000.0,0.0001,0.97,4,1
6900,20,CartPole-v1,100000.0,0.0001,0.97,4,1
7000,22,CartPole-v1,100000.0,0.0001,0.97,4,1
7100,20,CartPole-v1,100000.0,0.0001,0.97,4,1
7200,23,CartPole-v1,100000.0,0.0001,0.97,4,1
7300,23,CartPole-v1,100000.0,0.0001,0.97,4,1
7400,21,CartPole-v1,100000.0,0.0001,0.97,4,1
7500,20,CartPole-v1,100000.0,0.0001,0.97,4,1
7600,22,CartPole-v1,100000.0,0.0001,0.97,4,1
7700,23,CartPole-v1,100000.0,0.0001,0.97,4,1
7800,26,CartPole-v1,100000.0,0.0001,0.97,4,1
7900,22,CartPole-v1,100000.0,0.0001,0.97,4,1
8000,25,CartPole-v1,100000.0,0.0001,0.97,4,1
8100,23,CartPole-v1,100000.0,0.0001,0.97,4,1
8200,24,CartPole-v1,100000.0,0.0001,0.97,4,1
8300,26,CartPole-v1,100000.0,0.0001,0.97,4,1
8400,23,CartPole-v1,100000.0,0.0001,0.97,4,1
8500,23,CartPole-v1,100000.0,0.0001,0.97,4,1
