Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,18,CartPole-v1,100000.0,0.0001,0.99,4,4
200,20,CartPole-v1,100000.0,0.0001,0.99,4,4
300,16,CartPole-v1,100000.0,0.0001,0.99,4,4
400,16,CartPole-v1,100000.0,0.0001,0.99,4,4
500,14,CartPole-v1,100000.0,0.0001,0.99,4,4
600,14,CartPole-v1,100000.0,0.0001,0.99,4,4
700,13,CartPole-v1,100000.0,0.0001,0.99,4,4
800,13,CartPole-v1,100000.0,0.0001,0.99,4,4
900,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1000,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1100,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1200,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1300,11,CartPole-v1,100000.0,0.0001,0.99,4,4
1400,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1500,12,CartPole-v1,100000.0,0.0001,0.99,4,4
1600,11,CartPole-v1,100000.0,0.0001,0.99,4,4
1700,11,CartPole-v1,100000.0,0.0001,0.99,4,4
1800,11,CartPole-v1,100000.0,0.0001,0.99,4,4
1900,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2000,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2100,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2200,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2300,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2400,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2500,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2600,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2700,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2800,10,CartPole-v1,100000.0,0.0001,0.99,4,4
2900,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3000,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3100,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3200,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3300,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3400,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3500,10,CartPole-v1,100000.0,0.0001,0.99,4,4
3600,9,CartPole-v1,100000.0,0.0001,0.99,4,4
3700,9,CartPole-v1,100000.0,0.0001,0.99,4,4
3800,9,CartPole-v1,100000.0,0.0001,0.99,4,4
3900,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4000,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4100,10,CartPole-v1,100000.0,0.0001,0.99,4,4
4200,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4300,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4400,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4500,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4600,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4700,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4800,9,CartPole-v1,100000.0,0.0001,0.99,4,4
4900,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5000,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5100,10,CartPole-v1,100000.0,0.0001,0.99,4,4
5200,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5300,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5400,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5500,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5600,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5700,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5800,9,CartPole-v1,100000.0,0.0001,0.99,4,4
5900,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6000,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6100,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6200,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6300,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6400,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6500,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6600,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6700,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6800,9,CartPole-v1,100000.0,0.0001,0.99,4,4
6900,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7000,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7100,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7200,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7300,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7400,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7500,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7600,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7700,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7800,9,CartPole-v1,100000.0,0.0001,0.99,4,4
7900,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8000,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8100,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8200,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8300,10,CartPole-v1,100000.0,0.0001,0.99,4,4
8400,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8500,9,CartPole-v1,100000.0,0.0001,0.99,4,4
8600,10,CartPole-v1,100000.0,0.0001,0.99,4,4
8700,10,CartPole-v1,100000.0,0.0001,0.99,4,4
8800,10,CartPole-v1,100000.0,0.0001,0.99,4,4
8900,10,CartPole-v1,100000.0,0.0001,0.99,4,4
9000,10,CartPole-v1,100000.0,0.0001,0.99,4,4
9100,11,CartPole-v1,100000.0,0.0001,0.99,4,4
9200,11,CartPole-v1,100000.0,0.0001,0.99,4,4
9300,13,CartPole-v1,100000.0,0.0001,0.99,4,4
9400,16,CartPole-v1,100000.0,0.0001,0.99,4,4
9500,19,CartPole-v1,100000.0,0.0001,0.99,4,4
9600,30,CartPole-v1,100000.0,0.0001,0.99,4,4
9700,43,CartPole-v1,100000.0,0.0001,0.99,4,4
9800,55,CartPole-v1,100000.0,0.0001,0.99,4,4
9900,57,CartPole-v1,100000.0,0.0001,0.99,4,4
10000,58,CartPole-v1,100000.0,0.0001,0.99,4,4
10100,62,CartPole-v1,100000.0,0.0001,0.99,4,4
10200,59,CartPole-v1,100000.0,0.0001,0.99,4,4
10300,62,CartPole-v1,100000.0,0.0001,0.99,4,4
10400,57,CartPole-v1,100000.0,0.0001,0.99,4,4
10500,57,CartPole-v1,100000.0,0.0001,0.99,4,4
10600,55,CartPole-v1,100000.0,0.0001,0.99,4,4
10700,57,CartPole-v1,100000.0,0.0001,0.99,4,4
10800,54,CartPole-v1,100000.0,0.0001,0.99,4,4
10900,58,CartPole-v1,100000.0,0.0001,0.99,4,4
11000,50,CartPole-v1,100000.0,0.0001,0.99,4,4
11100,55,CartPole-v1,100000.0,0.0001,0.99,4,4
11200,54,CartPole-v1,100000.0,0.0001,0.99,4,4
11300,61,CartPole-v1,100000.0,0.0001,0.99,4,4
11400,62,CartPole-v1,100000.0,0.0001,0.99,4,4
11500,62,CartPole-v1,100000.0,0.0001,0.99,4,4
11600,67,CartPole-v1,100000.0,0.0001,0.99,4,4
11700,60,CartPole-v1,100000.0,0.0001,0.99,4,4
11800,64,CartPole-v1,100000.0,0.0001,0.99,4,4
11900,62,CartPole-v1,100000.0,0.0001,0.99,4,4
12000,65,CartPole-v1,100000.0,0.0001,0.99,4,4
12100,60,CartPole-v1,100000.0,0.0001,0.99,4,4
12200,65,CartPole-v1,100000.0,0.0001,0.99,4,4
12300,66,CartPole-v1,100000.0,0.0001,0.99,4,4
12400,71,CartPole-v1,100000.0,0.0001,0.99,4,4
12500,67,CartPole-v1,100000.0,0.0001,0.99,4,4
12600,61,CartPole-v1,100000.0,0.0001,0.99,4,4
12700,68,CartPole-v1,100000.0,0.0001,0.99,4,4
12800,74,CartPole-v1,100000.0,0.0001,0.99,4,4
12900,72,CartPole-v1,100000.0,0.0001,0.99,4,4
13000,72,CartPole-v1,100000.0,0.0001,0.99,4,4
13100,82,CartPole-v1,100000.0,0.0001,0.99,4,4
13200,81,CartPole-v1,100000.0,0.0001,0.99,4,4
13300,81,CartPole-v1,100000.0,0.0001,0.99,4,4
13400,82,CartPole-v1,100000.0,0.0001,0.99,4,4
13500,85,CartPole-v1,100000.0,0.0001,0.99,4,4
13600,102,CartPole-v1,100000.0,0.0001,0.99,4,4
13700,113,CartPole-v1,100000.0,0.0001,0.99,4,4
13800,123,CartPole-v1,100000.0,0.0001,0.99,4,4
13900,97,CartPole-v1,100000.0,0.0001,0.99,4,4
14000,60,CartPole-v1,100000.0,0.0001,0.99,4,4
14100,66,CartPole-v1,100000.0,0.0001,0.99,4,4
14200,68,CartPole-v1,100000.0,0.0001,0.99,4,4
14300,76,CartPole-v1,100000.0,0.0001,0.99,4,4
14400,70,CartPole-v1,100000.0,0.0001,0.99,4,4
14500,58,CartPole-v1,100000.0,0.0001,0.99,4,4
14600,48,CartPole-v1,100000.0,0.0001,0.99,4,4
14700,51,CartPole-v1,100000.0,0.0001,0.99,4,4
14800,51,CartPole-v1,100000.0,0.0001,0.99,4,4
14900,56,CartPole-v1,100000.0,0.0001,0.99,4,4
15000,65,CartPole-v1,100000.0,0.0001,0.99,4,4
15100,65,CartPole-v1,100000.0,0.0001,0.99,4,4
15200,59,CartPole-v1,100000.0,0.0001,0.99,4,4
15300,61,CartPole-v1,100000.0,0.0001,0.99,4,4
15400,57,CartPole-v1,100000.0,0.0001,0.99,4,4
15500,70,CartPole-v1,100000.0,0.0001,0.99,4,4
15600,69,CartPole-v1,100000.0,0.0001,0.99,4,4
15700,66,CartPole-v1,100000.0,0.0001,0.99,4,4
15800,71,CartPole-v1,100000.0,0.0001,0.99,4,4
15900,74,CartPole-v1,100000.0,0.0001,0.99,4,4
16000,81,CartPole-v1,100000.0,0.0001,0.99,4,4
16100,86,CartPole-v1,100000.0,0.0001,0.99,4,4
16200,80,CartPole-v1,100000.0,0.0001,0.99,4,4
16300,87,CartPole-v1,100000.0,0.0001,0.99,4,4
16400,66,CartPole-v1,100000.0,0.0001,0.99,4,4
16500,82,CartPole-v1,100000.0,0.0001,0.99,4,4
16600,79,CartPole-v1,100000.0,0.0001,0.99,4,4
16700,82,CartPole-v1,100000.0,0.0001,0.99,4,4
16800,78,CartPole-v1,100000.0,0.0001,0.99,4,4
16900,82,CartPole-v1,100000.0,0.0001,0.99,4,4
17000,82,CartPole-v1,100000.0,0.0001,0.99,4,4
17100,75,CartPole-v1,100000.0,0.0001,0.99,4,4
17200,77,CartPole-v1,100000.0,0.0001,0.99,4,4
17300,81,CartPole-v1,100000.0,0.0001,0.99,4,4
17400,79,CartPole-v1,100000.0,0.0001,0.99,4,4
17500,83,CartPole-v1,100000.0,0.0001,0.99,4,4
17600,76,CartPole-v1,100000.0,0.0001,0.99,4,4
17700,88,CartPole-v1,100000.0,0.0001,0.99,4,4
17800,80,CartPole-v1,100000.0,0.0001,0.99,4,4
17900,85,CartPole-v1,100000.0,0.0001,0.99,4,4
18000,90,CartPole-v1,100000.0,0.0001,0.99,4,4
18100,85,CartPole-v1,100000.0,0.0001,0.99,4,4
18200,74,CartPole-v1,100000.0,0.0001,0.99,4,4
18300,86,CartPole-v1,100000.0,0.0001,0.99,4,4
18400,88,CartPole-v1,100000.0,0.0001,0.99,4,4
18500,84,CartPole-v1,100000.0,0.0001,0.99,4,4
18600,84,CartPole-v1,100000.0,0.0001,0.99,4,4
18700,94,CartPole-v1,100000.0,0.0001,0.99,4,4
18800,89,CartPole-v1,100000.0,0.0001,0.99,4,4
18900,79,CartPole-v1,100000.0,0.0001,0.99,4,4
19000,98,CartPole-v1,100000.0,0.0001,0.99,4,4
19100,88,CartPole-v1,100000.0,0.0001,0.99,4,4
19200,92,CartPole-v1,100000.0,0.0001,0.99,4,4
19300,94,CartPole-v1,100000.0,0.0001,0.99,4,4
19400,96,CartPole-v1,100000.0,0.0001,0.99,4,4
19500,99,CartPole-v1,100000.0,0.0001,0.99,4,4
19600,93,CartPole-v1,100000.0,0.0001,0.99,4,4
19700,93,CartPole-v1,100000.0,0.0001,0.99,4,4
19800,103,CartPole-v1,100000.0,0.0001,0.99,4,4
19900,99,CartPole-v1,100000.0,0.0001,0.99,4,4
20000,98,CartPole-v1,100000.0,0.0001,0.99,4,4
20100,107,CartPole-v1,100000.0,0.0001,0.99,4,4
20200,108,CartPole-v1,100000.0,0.0001,0.99,4,4
20300,104,CartPole-v1,100000.0,0.0001,0.99,4,4
20400,106,CartPole-v1,100000.0,0.0001,0.99,4,4
20500,106,CartPole-v1,100000.0,0.0001,0.99,4,4
20600,110,CartPole-v1,100000.0,0.0001,0.99,4,4
20700,110,CartPole-v1,100000.0,0.0001,0.99,4,4
