Episode,Average Reward,Environment,Max Episodes,Learning Rate,Gamma,Hidden Layers,Seed
100,19,CartPole-v1,100000.0,0.0005,0.99,5,3
200,16,CartPole-v1,100000.0,0.0005,0.99,5,3
300,13,CartPole-v1,100000.0,0.0005,0.99,5,3
400,13,CartPole-v1,100000.0,0.0005,0.99,5,3
500,16,CartPole-v1,100000.0,0.0005,0.99,5,3
600,17,CartPole-v1,100000.0,0.0005,0.99,5,3
700,15,CartPole-v1,100000.0,0.0005,0.99,5,3
800,17,CartPole-v1,100000.0,0.0005,0.99,5,3
900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
1000,17,CartPole-v1,100000.0,0.0005,0.99,5,3
1100,17,CartPole-v1,100000.0,0.0005,0.99,5,3
1200,17,CartPole-v1,100000.0,0.0005,0.99,5,3
1300,17,CartPole-v1,100000.0,0.0005,0.99,5,3
1400,20,CartPole-v1,100000.0,0.0005,0.99,5,3
1500,19,CartPole-v1,100000.0,0.0005,0.99,5,3
1600,22,CartPole-v1,100000.0,0.0005,0.99,5,3
1700,21,CartPole-v1,100000.0,0.0005,0.99,5,3
1800,21,CartPole-v1,100000.0,0.0005,0.99,5,3
1900,22,CartPole-v1,100000.0,0.0005,0.99,5,3
2000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
2100,22,CartPole-v1,100000.0,0.0005,0.99,5,3
2200,21,CartPole-v1,100000.0,0.0005,0.99,5,3
2300,23,CartPole-v1,100000.0,0.0005,0.99,5,3
2400,19,CartPole-v1,100000.0,0.0005,0.99,5,3
2500,22,CartPole-v1,100000.0,0.0005,0.99,5,3
2600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
2700,19,CartPole-v1,100000.0,0.0005,0.99,5,3
2800,20,CartPole-v1,100000.0,0.0005,0.99,5,3
2900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
3000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
3100,21,CartPole-v1,100000.0,0.0005,0.99,5,3
3200,22,CartPole-v1,100000.0,0.0005,0.99,5,3
3300,20,CartPole-v1,100000.0,0.0005,0.99,5,3
3400,21,CartPole-v1,100000.0,0.0005,0.99,5,3
3500,20,CartPole-v1,100000.0,0.0005,0.99,5,3
3600,22,CartPole-v1,100000.0,0.0005,0.99,5,3
3700,22,CartPole-v1,100000.0,0.0005,0.99,5,3
3800,21,CartPole-v1,100000.0,0.0005,0.99,5,3
3900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
4000,21,CartPole-v1,100000.0,0.0005,0.99,5,3
4100,20,CartPole-v1,100000.0,0.0005,0.99,5,3
4200,20,CartPole-v1,100000.0,0.0005,0.99,5,3
4300,21,CartPole-v1,100000.0,0.0005,0.99,5,3
4400,19,CartPole-v1,100000.0,0.0005,0.99,5,3
4500,18,CartPole-v1,100000.0,0.0005,0.99,5,3
4600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
4700,18,CartPole-v1,100000.0,0.0005,0.99,5,3
4800,18,CartPole-v1,100000.0,0.0005,0.99,5,3
4900,19,CartPole-v1,100000.0,0.0005,0.99,5,3
5000,18,CartPole-v1,100000.0,0.0005,0.99,5,3
5100,19,CartPole-v1,100000.0,0.0005,0.99,5,3
5200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
5300,18,CartPole-v1,100000.0,0.0005,0.99,5,3
5400,17,CartPole-v1,100000.0,0.0005,0.99,5,3
5500,19,CartPole-v1,100000.0,0.0005,0.99,5,3
5600,17,CartPole-v1,100000.0,0.0005,0.99,5,3
5700,17,CartPole-v1,100000.0,0.0005,0.99,5,3
5800,17,CartPole-v1,100000.0,0.0005,0.99,5,3
5900,20,CartPole-v1,100000.0,0.0005,0.99,5,3
6000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6100,18,CartPole-v1,100000.0,0.0005,0.99,5,3
6200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6300,17,CartPole-v1,100000.0,0.0005,0.99,5,3
6400,21,CartPole-v1,100000.0,0.0005,0.99,5,3
6500,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6700,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6800,19,CartPole-v1,100000.0,0.0005,0.99,5,3
6900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
7000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
7100,19,CartPole-v1,100000.0,0.0005,0.99,5,3
7200,18,CartPole-v1,100000.0,0.0005,0.99,5,3
7300,18,CartPole-v1,100000.0,0.0005,0.99,5,3
7400,18,CartPole-v1,100000.0,0.0005,0.99,5,3
7500,19,CartPole-v1,100000.0,0.0005,0.99,5,3
7600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
7700,21,CartPole-v1,100000.0,0.0005,0.99,5,3
7800,20,CartPole-v1,100000.0,0.0005,0.99,5,3
7900,20,CartPole-v1,100000.0,0.0005,0.99,5,3
8000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
8100,19,CartPole-v1,100000.0,0.0005,0.99,5,3
8200,18,CartPole-v1,100000.0,0.0005,0.99,5,3
8300,20,CartPole-v1,100000.0,0.0005,0.99,5,3
8400,23,CartPole-v1,100000.0,0.0005,0.99,5,3
8500,20,CartPole-v1,100000.0,0.0005,0.99,5,3
8600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
8700,19,CartPole-v1,100000.0,0.0005,0.99,5,3
8800,21,CartPole-v1,100000.0,0.0005,0.99,5,3
8900,22,CartPole-v1,100000.0,0.0005,0.99,5,3
9000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
9100,23,CartPole-v1,100000.0,0.0005,0.99,5,3
9200,24,CartPole-v1,100000.0,0.0005,0.99,5,3
9300,21,CartPole-v1,100000.0,0.0005,0.99,5,3
9400,22,CartPole-v1,100000.0,0.0005,0.99,5,3
9500,21,CartPole-v1,100000.0,0.0005,0.99,5,3
9600,21,CartPole-v1,100000.0,0.0005,0.99,5,3
9700,20,CartPole-v1,100000.0,0.0005,0.99,5,3
9800,20,CartPole-v1,100000.0,0.0005,0.99,5,3
9900,20,CartPole-v1,100000.0,0.0005,0.99,5,3
10000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
10100,18,CartPole-v1,100000.0,0.0005,0.99,5,3
10200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
10300,18,CartPole-v1,100000.0,0.0005,0.99,5,3
10400,17,CartPole-v1,100000.0,0.0005,0.99,5,3
10500,16,CartPole-v1,100000.0,0.0005,0.99,5,3
10600,16,CartPole-v1,100000.0,0.0005,0.99,5,3
10700,18,CartPole-v1,100000.0,0.0005,0.99,5,3
10800,17,CartPole-v1,100000.0,0.0005,0.99,5,3
10900,17,CartPole-v1,100000.0,0.0005,0.99,5,3
11000,17,CartPole-v1,100000.0,0.0005,0.99,5,3
11100,18,CartPole-v1,100000.0,0.0005,0.99,5,3
11200,15,CartPole-v1,100000.0,0.0005,0.99,5,3
11300,17,CartPole-v1,100000.0,0.0005,0.99,5,3
11400,17,CartPole-v1,100000.0,0.0005,0.99,5,3
11500,17,CartPole-v1,100000.0,0.0005,0.99,5,3
11600,18,CartPole-v1,100000.0,0.0005,0.99,5,3
11700,18,CartPole-v1,100000.0,0.0005,0.99,5,3
11800,18,CartPole-v1,100000.0,0.0005,0.99,5,3
11900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
12000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
12100,20,CartPole-v1,100000.0,0.0005,0.99,5,3
12200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
12300,19,CartPole-v1,100000.0,0.0005,0.99,5,3
12400,18,CartPole-v1,100000.0,0.0005,0.99,5,3
12500,20,CartPole-v1,100000.0,0.0005,0.99,5,3
12600,20,CartPole-v1,100000.0,0.0005,0.99,5,3
12700,20,CartPole-v1,100000.0,0.0005,0.99,5,3
12800,18,CartPole-v1,100000.0,0.0005,0.99,5,3
12900,18,CartPole-v1,100000.0,0.0005,0.99,5,3
13000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
13100,18,CartPole-v1,100000.0,0.0005,0.99,5,3
13200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
13300,17,CartPole-v1,100000.0,0.0005,0.99,5,3
13400,18,CartPole-v1,100000.0,0.0005,0.99,5,3
13500,18,CartPole-v1,100000.0,0.0005,0.99,5,3
13600,20,CartPole-v1,100000.0,0.0005,0.99,5,3
13700,16,CartPole-v1,100000.0,0.0005,0.99,5,3
13800,19,CartPole-v1,100000.0,0.0005,0.99,5,3
13900,17,CartPole-v1,100000.0,0.0005,0.99,5,3
14000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
14100,17,CartPole-v1,100000.0,0.0005,0.99,5,3
14200,18,CartPole-v1,100000.0,0.0005,0.99,5,3
14300,18,CartPole-v1,100000.0,0.0005,0.99,5,3
14400,15,CartPole-v1,100000.0,0.0005,0.99,5,3
14500,18,CartPole-v1,100000.0,0.0005,0.99,5,3
14600,15,CartPole-v1,100000.0,0.0005,0.99,5,3
14700,17,CartPole-v1,100000.0,0.0005,0.99,5,3
14800,17,CartPole-v1,100000.0,0.0005,0.99,5,3
14900,16,CartPole-v1,100000.0,0.0005,0.99,5,3
15000,18,CartPole-v1,100000.0,0.0005,0.99,5,3
15100,17,CartPole-v1,100000.0,0.0005,0.99,5,3
15200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
15300,17,CartPole-v1,100000.0,0.0005,0.99,5,3
15400,19,CartPole-v1,100000.0,0.0005,0.99,5,3
15500,19,CartPole-v1,100000.0,0.0005,0.99,5,3
15600,21,CartPole-v1,100000.0,0.0005,0.99,5,3
15700,21,CartPole-v1,100000.0,0.0005,0.99,5,3
15800,19,CartPole-v1,100000.0,0.0005,0.99,5,3
15900,22,CartPole-v1,100000.0,0.0005,0.99,5,3
16000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
16100,19,CartPole-v1,100000.0,0.0005,0.99,5,3
16200,17,CartPole-v1,100000.0,0.0005,0.99,5,3
16300,21,CartPole-v1,100000.0,0.0005,0.99,5,3
16400,20,CartPole-v1,100000.0,0.0005,0.99,5,3
16500,21,CartPole-v1,100000.0,0.0005,0.99,5,3
16600,19,CartPole-v1,100000.0,0.0005,0.99,5,3
16700,21,CartPole-v1,100000.0,0.0005,0.99,5,3
16800,21,CartPole-v1,100000.0,0.0005,0.99,5,3
16900,21,CartPole-v1,100000.0,0.0005,0.99,5,3
17000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
17100,22,CartPole-v1,100000.0,0.0005,0.99,5,3
17200,24,CartPole-v1,100000.0,0.0005,0.99,5,3
17300,22,CartPole-v1,100000.0,0.0005,0.99,5,3
17400,23,CartPole-v1,100000.0,0.0005,0.99,5,3
17500,25,CartPole-v1,100000.0,0.0005,0.99,5,3
17600,18,CartPole-v1,100000.0,0.0005,0.99,5,3
17700,20,CartPole-v1,100000.0,0.0005,0.99,5,3
17800,19,CartPole-v1,100000.0,0.0005,0.99,5,3
17900,23,CartPole-v1,100000.0,0.0005,0.99,5,3
18000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
18100,23,CartPole-v1,100000.0,0.0005,0.99,5,3
18200,23,CartPole-v1,100000.0,0.0005,0.99,5,3
18300,22,CartPole-v1,100000.0,0.0005,0.99,5,3
18400,21,CartPole-v1,100000.0,0.0005,0.99,5,3
18500,22,CartPole-v1,100000.0,0.0005,0.99,5,3
18600,22,CartPole-v1,100000.0,0.0005,0.99,5,3
18700,21,CartPole-v1,100000.0,0.0005,0.99,5,3
18800,21,CartPole-v1,100000.0,0.0005,0.99,5,3
18900,22,CartPole-v1,100000.0,0.0005,0.99,5,3
19000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
19100,26,CartPole-v1,100000.0,0.0005,0.99,5,3
19200,25,CartPole-v1,100000.0,0.0005,0.99,5,3
19300,24,CartPole-v1,100000.0,0.0005,0.99,5,3
19400,26,CartPole-v1,100000.0,0.0005,0.99,5,3
19500,25,CartPole-v1,100000.0,0.0005,0.99,5,3
19600,24,CartPole-v1,100000.0,0.0005,0.99,5,3
19700,22,CartPole-v1,100000.0,0.0005,0.99,5,3
19800,24,CartPole-v1,100000.0,0.0005,0.99,5,3
19900,25,CartPole-v1,100000.0,0.0005,0.99,5,3
20000,28,CartPole-v1,100000.0,0.0005,0.99,5,3
20100,27,CartPole-v1,100000.0,0.0005,0.99,5,3
20200,30,CartPole-v1,100000.0,0.0005,0.99,5,3
20300,27,CartPole-v1,100000.0,0.0005,0.99,5,3
20400,20,CartPole-v1,100000.0,0.0005,0.99,5,3
20500,25,CartPole-v1,100000.0,0.0005,0.99,5,3
20600,24,CartPole-v1,100000.0,0.0005,0.99,5,3
20700,24,CartPole-v1,100000.0,0.0005,0.99,5,3
20800,22,CartPole-v1,100000.0,0.0005,0.99,5,3
20900,25,CartPole-v1,100000.0,0.0005,0.99,5,3
21000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
21100,21,CartPole-v1,100000.0,0.0005,0.99,5,3
21200,21,CartPole-v1,100000.0,0.0005,0.99,5,3
21300,23,CartPole-v1,100000.0,0.0005,0.99,5,3
21400,23,CartPole-v1,100000.0,0.0005,0.99,5,3
21500,22,CartPole-v1,100000.0,0.0005,0.99,5,3
21600,22,CartPole-v1,100000.0,0.0005,0.99,5,3
21700,23,CartPole-v1,100000.0,0.0005,0.99,5,3
21800,25,CartPole-v1,100000.0,0.0005,0.99,5,3
21900,22,CartPole-v1,100000.0,0.0005,0.99,5,3
22000,22,CartPole-v1,100000.0,0.0005,0.99,5,3
22100,21,CartPole-v1,100000.0,0.0005,0.99,5,3
22200,21,CartPole-v1,100000.0,0.0005,0.99,5,3
22300,23,CartPole-v1,100000.0,0.0005,0.99,5,3
22400,22,CartPole-v1,100000.0,0.0005,0.99,5,3
22500,21,CartPole-v1,100000.0,0.0005,0.99,5,3
22600,22,CartPole-v1,100000.0,0.0005,0.99,5,3
22700,20,CartPole-v1,100000.0,0.0005,0.99,5,3
22800,20,CartPole-v1,100000.0,0.0005,0.99,5,3
22900,20,CartPole-v1,100000.0,0.0005,0.99,5,3
23000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
23100,20,CartPole-v1,100000.0,0.0005,0.99,5,3
23200,22,CartPole-v1,100000.0,0.0005,0.99,5,3
23300,21,CartPole-v1,100000.0,0.0005,0.99,5,3
23400,21,CartPole-v1,100000.0,0.0005,0.99,5,3
23500,25,CartPole-v1,100000.0,0.0005,0.99,5,3
23600,25,CartPole-v1,100000.0,0.0005,0.99,5,3
23700,23,CartPole-v1,100000.0,0.0005,0.99,5,3
23800,23,CartPole-v1,100000.0,0.0005,0.99,5,3
23900,21,CartPole-v1,100000.0,0.0005,0.99,5,3
24000,19,CartPole-v1,100000.0,0.0005,0.99,5,3
24100,22,CartPole-v1,100000.0,0.0005,0.99,5,3
24200,24,CartPole-v1,100000.0,0.0005,0.99,5,3
24300,25,CartPole-v1,100000.0,0.0005,0.99,5,3
24400,21,CartPole-v1,100000.0,0.0005,0.99,5,3
24500,20,CartPole-v1,100000.0,0.0005,0.99,5,3
24600,21,CartPole-v1,100000.0,0.0005,0.99,5,3
24700,22,CartPole-v1,100000.0,0.0005,0.99,5,3
24800,24,CartPole-v1,100000.0,0.0005,0.99,5,3
24900,20,CartPole-v1,100000.0,0.0005,0.99,5,3
25000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
25100,21,CartPole-v1,100000.0,0.0005,0.99,5,3
25200,19,CartPole-v1,100000.0,0.0005,0.99,5,3
25300,21,CartPole-v1,100000.0,0.0005,0.99,5,3
25400,22,CartPole-v1,100000.0,0.0005,0.99,5,3
25500,21,CartPole-v1,100000.0,0.0005,0.99,5,3
25600,21,CartPole-v1,100000.0,0.0005,0.99,5,3
25700,20,CartPole-v1,100000.0,0.0005,0.99,5,3
25800,23,CartPole-v1,100000.0,0.0005,0.99,5,3
25900,21,CartPole-v1,100000.0,0.0005,0.99,5,3
26000,21,CartPole-v1,100000.0,0.0005,0.99,5,3
26100,24,CartPole-v1,100000.0,0.0005,0.99,5,3
26200,23,CartPole-v1,100000.0,0.0005,0.99,5,3
26300,22,CartPole-v1,100000.0,0.0005,0.99,5,3
26400,22,CartPole-v1,100000.0,0.0005,0.99,5,3
26500,25,CartPole-v1,100000.0,0.0005,0.99,5,3
26600,23,CartPole-v1,100000.0,0.0005,0.99,5,3
26700,23,CartPole-v1,100000.0,0.0005,0.99,5,3
26800,23,CartPole-v1,100000.0,0.0005,0.99,5,3
26900,23,CartPole-v1,100000.0,0.0005,0.99,5,3
27000,20,CartPole-v1,100000.0,0.0005,0.99,5,3
27100,22,CartPole-v1,100000.0,0.0005,0.99,5,3
