Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,22.0,CartPole-v1,100000.0,0.001,0.99,6
2,11.0,CartPole-v1,100000.0,0.001,0.99,6
3,12.0,CartPole-v1,100000.0,0.001,0.99,6
4,14.0,CartPole-v1,100000.0,0.001,0.99,6
5,12.0,CartPole-v1,100000.0,0.001,0.99,6
6,47.0,CartPole-v1,100000.0,0.001,0.99,6
7,17.0,CartPole-v1,100000.0,0.001,0.99,6
8,24.0,CartPole-v1,100000.0,0.001,0.99,6
9,14.0,CartPole-v1,100000.0,0.001,0.99,6
10,52.0,CartPole-v1,100000.0,0.001,0.99,6
11,12.0,CartPole-v1,100000.0,0.001,0.99,6
12,12.0,CartPole-v1,100000.0,0.001,0.99,6
13,17.0,CartPole-v1,100000.0,0.001,0.99,6
14,43.0,CartPole-v1,100000.0,0.001,0.99,6
15,17.0,CartPole-v1,100000.0,0.001,0.99,6
16,21.0,CartPole-v1,100000.0,0.001,0.99,6
17,13.0,CartPole-v1,100000.0,0.001,0.99,6
18,16.0,CartPole-v1,100000.0,0.001,0.99,6
19,43.0,CartPole-v1,100000.0,0.001,0.99,6
20,14.0,CartPole-v1,100000.0,0.001,0.99,6
21,14.0,CartPole-v1,100000.0,0.001,0.99,6
22,16.0,CartPole-v1,100000.0,0.001,0.99,6
23,14.0,CartPole-v1,100000.0,0.001,0.99,6
24,55.0,CartPole-v1,100000.0,0.001,0.99,6
25,22.0,CartPole-v1,100000.0,0.001,0.99,6
26,25.0,CartPole-v1,100000.0,0.001,0.99,6
27,13.0,CartPole-v1,100000.0,0.001,0.99,6
28,16.0,CartPole-v1,100000.0,0.001,0.99,6
29,14.0,CartPole-v1,100000.0,0.001,0.99,6
30,15.0,CartPole-v1,100000.0,0.001,0.99,6
31,30.0,CartPole-v1,100000.0,0.001,0.99,6
32,18.0,CartPole-v1,100000.0,0.001,0.99,6
33,15.0,CartPole-v1,100000.0,0.001,0.99,6
34,80.0,CartPole-v1,100000.0,0.001,0.99,6
35,14.0,CartPole-v1,100000.0,0.001,0.99,6
36,35.0,CartPole-v1,100000.0,0.001,0.99,6
37,83.0,CartPole-v1,100000.0,0.001,0.99,6
38,17.0,CartPole-v1,100000.0,0.001,0.99,6
39,24.0,CartPole-v1,100000.0,0.001,0.99,6
40,12.0,CartPole-v1,100000.0,0.001,0.99,6
41,15.0,CartPole-v1,100000.0,0.001,0.99,6
42,35.0,CartPole-v1,100000.0,0.001,0.99,6
43,20.0,CartPole-v1,100000.0,0.001,0.99,6
44,35.0,CartPole-v1,100000.0,0.001,0.99,6
45,52.0,CartPole-v1,100000.0,0.001,0.99,6
46,38.0,CartPole-v1,100000.0,0.001,0.99,6
47,74.0,CartPole-v1,100000.0,0.001,0.99,6
48,26.0,CartPole-v1,100000.0,0.001,0.99,6
49,38.0,CartPole-v1,100000.0,0.001,0.99,6
50,14.0,CartPole-v1,100000.0,0.001,0.99,6
51,22.0,CartPole-v1,100000.0,0.001,0.99,6
52,26.0,CartPole-v1,100000.0,0.001,0.99,6
53,14.0,CartPole-v1,100000.0,0.001,0.99,6
54,15.0,CartPole-v1,100000.0,0.001,0.99,6
55,12.0,CartPole-v1,100000.0,0.001,0.99,6
56,31.0,CartPole-v1,100000.0,0.001,0.99,6
57,14.0,CartPole-v1,100000.0,0.001,0.99,6
58,15.0,CartPole-v1,100000.0,0.001,0.99,6
59,18.0,CartPole-v1,100000.0,0.001,0.99,6
60,38.0,CartPole-v1,100000.0,0.001,0.99,6
61,15.0,CartPole-v1,100000.0,0.001,0.99,6
62,11.0,CartPole-v1,100000.0,0.001,0.99,6
63,23.0,CartPole-v1,100000.0,0.001,0.99,6
64,10.0,CartPole-v1,100000.0,0.001,0.99,6
65,17.0,CartPole-v1,100000.0,0.001,0.99,6
66,19.0,CartPole-v1,100000.0,0.001,0.99,6
67,16.0,CartPole-v1,100000.0,0.001,0.99,6
68,24.0,CartPole-v1,100000.0,0.001,0.99,6
69,13.0,CartPole-v1,100000.0,0.001,0.99,6
70,12.0,CartPole-v1,100000.0,0.001,0.99,6
71,10.0,CartPole-v1,100000.0,0.001,0.99,6
72,30.0,CartPole-v1,100000.0,0.001,0.99,6
73,10.0,CartPole-v1,100000.0,0.001,0.99,6
74,13.0,CartPole-v1,100000.0,0.001,0.99,6
75,19.0,CartPole-v1,100000.0,0.001,0.99,6
76,11.0,CartPole-v1,100000.0,0.001,0.99,6
77,22.0,CartPole-v1,100000.0,0.001,0.99,6
78,27.0,CartPole-v1,100000.0,0.001,0.99,6
79,15.0,CartPole-v1,100000.0,0.001,0.99,6
80,18.0,CartPole-v1,100000.0,0.001,0.99,6
81,14.0,CartPole-v1,100000.0,0.001,0.99,6
82,21.0,CartPole-v1,100000.0,0.001,0.99,6
83,21.0,CartPole-v1,100000.0,0.001,0.99,6
84,19.0,CartPole-v1,100000.0,0.001,0.99,6
85,25.0,CartPole-v1,100000.0,0.001,0.99,6
86,26.0,CartPole-v1,100000.0,0.001,0.99,6
87,18.0,CartPole-v1,100000.0,0.001,0.99,6
88,15.0,CartPole-v1,100000.0,0.001,0.99,6
89,10.0,CartPole-v1,100000.0,0.001,0.99,6
90,18.0,CartPole-v1,100000.0,0.001,0.99,6
91,13.0,CartPole-v1,100000.0,0.001,0.99,6
92,35.0,CartPole-v1,100000.0,0.001,0.99,6
93,23.0,CartPole-v1,100000.0,0.001,0.99,6
94,14.0,CartPole-v1,100000.0,0.001,0.99,6
95,14.0,CartPole-v1,100000.0,0.001,0.99,6
96,59.0,CartPole-v1,100000.0,0.001,0.99,6
97,32.0,CartPole-v1,100000.0,0.001,0.99,6
98,21.0,CartPole-v1,100000.0,0.001,0.99,6
