Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,37.0,CartPole-v1,100000.0,0.001,0.99,2
2,13.0,CartPole-v1,100000.0,0.001,0.99,2
3,19.0,CartPole-v1,100000.0,0.001,0.99,2
4,40.0,CartPole-v1,100000.0,0.001,0.99,2
5,35.0,CartPole-v1,100000.0,0.001,0.99,2
6,35.0,CartPole-v1,100000.0,0.001,0.99,2
7,27.0,CartPole-v1,100000.0,0.001,0.99,2
8,12.0,CartPole-v1,100000.0,0.001,0.99,2
9,16.0,CartPole-v1,100000.0,0.001,0.99,2
10,21.0,CartPole-v1,100000.0,0.001,0.99,2
11,13.0,CartPole-v1,100000.0,0.001,0.99,2
12,15.0,CartPole-v1,100000.0,0.001,0.99,2
13,13.0,CartPole-v1,100000.0,0.001,0.99,2
14,17.0,CartPole-v1,100000.0,0.001,0.99,2
15,30.0,CartPole-v1,100000.0,0.001,0.99,2
16,18.0,CartPole-v1,100000.0,0.001,0.99,2
17,24.0,CartPole-v1,100000.0,0.001,0.99,2
18,18.0,CartPole-v1,100000.0,0.001,0.99,2
19,15.0,CartPole-v1,100000.0,0.001,0.99,2
20,14.0,CartPole-v1,100000.0,0.001,0.99,2
21,13.0,CartPole-v1,100000.0,0.001,0.99,2
22,24.0,CartPole-v1,100000.0,0.001,0.99,2
23,12.0,CartPole-v1,100000.0,0.001,0.99,2
24,11.0,CartPole-v1,100000.0,0.001,0.99,2
25,21.0,CartPole-v1,100000.0,0.001,0.99,2
26,124.0,CartPole-v1,100000.0,0.001,0.99,2
27,22.0,CartPole-v1,100000.0,0.001,0.99,2
28,25.0,CartPole-v1,100000.0,0.001,0.99,2
29,27.0,CartPole-v1,100000.0,0.001,0.99,2
30,16.0,CartPole-v1,100000.0,0.001,0.99,2
31,19.0,CartPole-v1,100000.0,0.001,0.99,2
32,18.0,CartPole-v1,100000.0,0.001,0.99,2
33,14.0,CartPole-v1,100000.0,0.001,0.99,2
34,11.0,CartPole-v1,100000.0,0.001,0.99,2
35,26.0,CartPole-v1,100000.0,0.001,0.99,2
36,17.0,CartPole-v1,100000.0,0.001,0.99,2
37,16.0,CartPole-v1,100000.0,0.001,0.99,2
38,31.0,CartPole-v1,100000.0,0.001,0.99,2
39,23.0,CartPole-v1,100000.0,0.001,0.99,2
40,16.0,CartPole-v1,100000.0,0.001,0.99,2
41,17.0,CartPole-v1,100000.0,0.001,0.99,2
42,19.0,CartPole-v1,100000.0,0.001,0.99,2
43,43.0,CartPole-v1,100000.0,0.001,0.99,2
44,11.0,CartPole-v1,100000.0,0.001,0.99,2
45,13.0,CartPole-v1,100000.0,0.001,0.99,2
46,19.0,CartPole-v1,100000.0,0.001,0.99,2
47,35.0,CartPole-v1,100000.0,0.001,0.99,2
48,39.0,CartPole-v1,100000.0,0.001,0.99,2
49,13.0,CartPole-v1,100000.0,0.001,0.99,2
50,11.0,CartPole-v1,100000.0,0.001,0.99,2
51,40.0,CartPole-v1,100000.0,0.001,0.99,2
52,59.0,CartPole-v1,100000.0,0.001,0.99,2
53,14.0,CartPole-v1,100000.0,0.001,0.99,2
54,26.0,CartPole-v1,100000.0,0.001,0.99,2
55,69.0,CartPole-v1,100000.0,0.001,0.99,2
56,40.0,CartPole-v1,100000.0,0.001,0.99,2
57,40.0,CartPole-v1,100000.0,0.001,0.99,2
58,12.0,CartPole-v1,100000.0,0.001,0.99,2
59,36.0,CartPole-v1,100000.0,0.001,0.99,2
60,52.0,CartPole-v1,100000.0,0.001,0.99,2
61,10.0,CartPole-v1,100000.0,0.001,0.99,2
62,14.0,CartPole-v1,100000.0,0.001,0.99,2
63,21.0,CartPole-v1,100000.0,0.001,0.99,2
64,19.0,CartPole-v1,100000.0,0.001,0.99,2
65,34.0,CartPole-v1,100000.0,0.001,0.99,2
66,18.0,CartPole-v1,100000.0,0.001,0.99,2
67,13.0,CartPole-v1,100000.0,0.001,0.99,2
68,11.0,CartPole-v1,100000.0,0.001,0.99,2
69,16.0,CartPole-v1,100000.0,0.001,0.99,2
70,44.0,CartPole-v1,100000.0,0.001,0.99,2
71,21.0,CartPole-v1,100000.0,0.001,0.99,2
72,25.0,CartPole-v1,100000.0,0.001,0.99,2
73,18.0,CartPole-v1,100000.0,0.001,0.99,2
74,23.0,CartPole-v1,100000.0,0.001,0.99,2
75,19.0,CartPole-v1,100000.0,0.001,0.99,2
76,49.0,CartPole-v1,100000.0,0.001,0.99,2
77,32.0,CartPole-v1,100000.0,0.001,0.99,2
78,19.0,CartPole-v1,100000.0,0.001,0.99,2
79,35.0,CartPole-v1,100000.0,0.001,0.99,2
80,13.0,CartPole-v1,100000.0,0.001,0.99,2
81,26.0,CartPole-v1,100000.0,0.001,0.99,2
82,18.0,CartPole-v1,100000.0,0.001,0.99,2
83,35.0,CartPole-v1,100000.0,0.001,0.99,2
84,33.0,CartPole-v1,100000.0,0.001,0.99,2
85,14.0,CartPole-v1,100000.0,0.001,0.99,2
86,15.0,CartPole-v1,100000.0,0.001,0.99,2
87,13.0,CartPole-v1,100000.0,0.001,0.99,2
88,22.0,CartPole-v1,100000.0,0.001,0.99,2
89,23.0,CartPole-v1,100000.0,0.001,0.99,2
90,15.0,CartPole-v1,100000.0,0.001,0.99,2
91,14.0,CartPole-v1,100000.0,0.001,0.99,2
92,12.0,CartPole-v1,100000.0,0.001,0.99,2
93,28.0,CartPole-v1,100000.0,0.001,0.99,2
94,27.0,CartPole-v1,100000.0,0.001,0.99,2
95,14.0,CartPole-v1,100000.0,0.001,0.99,2
96,27.0,CartPole-v1,100000.0,0.001,0.99,2
97,20.0,CartPole-v1,100000.0,0.001,0.99,2
98,24.0,CartPole-v1,100000.0,0.001,0.99,2
99,20.0,CartPole-v1,100000.0,0.001,0.99,2
100,29.0,CartPole-v1,100000.0,0.001,0.99,2
101,10.0,CartPole-v1,100000.0,0.001,0.99,2
102,17.0,CartPole-v1,100000.0,0.001,0.99,2
103,16.0,CartPole-v1,100000.0,0.001,0.99,2
104,11.0,CartPole-v1,100000.0,0.001,0.99,2
105,20.0,CartPole-v1,100000.0,0.001,0.99,2
106,38.0,CartPole-v1,100000.0,0.001,0.99,2
107,12.0,CartPole-v1,100000.0,0.001,0.99,2
108,19.0,CartPole-v1,100000.0,0.001,0.99,2
109,10.0,CartPole-v1,100000.0,0.001,0.99,2
110,20.0,CartPole-v1,100000.0,0.001,0.99,2
111,19.0,CartPole-v1,100000.0,0.001,0.99,2
112,28.0,CartPole-v1,100000.0,0.001,0.99,2
113,54.0,CartPole-v1,100000.0,0.001,0.99,2
114,21.0,CartPole-v1,100000.0,0.001,0.99,2
115,15.0,CartPole-v1,100000.0,0.001,0.99,2
116,22.0,CartPole-v1,100000.0,0.001,0.99,2
117,17.0,CartPole-v1,100000.0,0.001,0.99,2
118,16.0,CartPole-v1,100000.0,0.001,0.99,2
119,25.0,CartPole-v1,100000.0,0.001,0.99,2
120,11.0,CartPole-v1,100000.0,0.001,0.99,2
121,18.0,CartPole-v1,100000.0,0.001,0.99,2
122,25.0,CartPole-v1,100000.0,0.001,0.99,2
123,22.0,CartPole-v1,100000.0,0.001,0.99,2
124,11.0,CartPole-v1,100000.0,0.001,0.99,2
125,27.0,CartPole-v1,100000.0,0.001,0.99,2
126,16.0,CartPole-v1,100000.0,0.001,0.99,2
127,18.0,CartPole-v1,100000.0,0.001,0.99,2
128,27.0,CartPole-v1,100000.0,0.001,0.99,2
129,16.0,CartPole-v1,100000.0,0.001,0.99,2
130,10.0,CartPole-v1,100000.0,0.001,0.99,2
131,64.0,CartPole-v1,100000.0,0.001,0.99,2
132,28.0,CartPole-v1,100000.0,0.001,0.99,2
133,16.0,CartPole-v1,100000.0,0.001,0.99,2
134,11.0,CartPole-v1,100000.0,0.001,0.99,2
135,13.0,CartPole-v1,100000.0,0.001,0.99,2
136,13.0,CartPole-v1,100000.0,0.001,0.99,2
137,55.0,CartPole-v1,100000.0,0.001,0.99,2
138,22.0,CartPole-v1,100000.0,0.001,0.99,2
139,27.0,CartPole-v1,100000.0,0.001,0.99,2
140,8.0,CartPole-v1,100000.0,0.001,0.99,2
141,18.0,CartPole-v1,100000.0,0.001,0.99,2
142,13.0,CartPole-v1,100000.0,0.001,0.99,2
143,25.0,CartPole-v1,100000.0,0.001,0.99,2
144,36.0,CartPole-v1,100000.0,0.001,0.99,2
145,25.0,CartPole-v1,100000.0,0.001,0.99,2
146,41.0,CartPole-v1,100000.0,0.001,0.99,2
147,25.0,CartPole-v1,100000.0,0.001,0.99,2
148,38.0,CartPole-v1,100000.0,0.001,0.99,2
149,23.0,CartPole-v1,100000.0,0.001,0.99,2
150,22.0,CartPole-v1,100000.0,0.001,0.99,2
151,19.0,CartPole-v1,100000.0,0.001,0.99,2
152,55.0,CartPole-v1,100000.0,0.001,0.99,2
153,18.0,CartPole-v1,100000.0,0.001,0.99,2
154,22.0,CartPole-v1,100000.0,0.001,0.99,2
155,18.0,CartPole-v1,100000.0,0.001,0.99,2
156,26.0,CartPole-v1,100000.0,0.001,0.99,2
157,29.0,CartPole-v1,100000.0,0.001,0.99,2
158,26.0,CartPole-v1,100000.0,0.001,0.99,2
159,22.0,CartPole-v1,100000.0,0.001,0.99,2
160,17.0,CartPole-v1,100000.0,0.001,0.99,2
161,18.0,CartPole-v1,100000.0,0.001,0.99,2
162,32.0,CartPole-v1,100000.0,0.001,0.99,2
163,23.0,CartPole-v1,100000.0,0.001,0.99,2
164,11.0,CartPole-v1,100000.0,0.001,0.99,2
165,31.0,CartPole-v1,100000.0,0.001,0.99,2
166,18.0,CartPole-v1,100000.0,0.001,0.99,2
167,16.0,CartPole-v1,100000.0,0.001,0.99,2
168,22.0,CartPole-v1,100000.0,0.001,0.99,2
169,16.0,CartPole-v1,100000.0,0.001,0.99,2
170,14.0,CartPole-v1,100000.0,0.001,0.99,2
171,10.0,CartPole-v1,100000.0,0.001,0.99,2
172,40.0,CartPole-v1,100000.0,0.001,0.99,2
173,12.0,CartPole-v1,100000.0,0.001,0.99,2
174,17.0,CartPole-v1,100000.0,0.001,0.99,2
175,30.0,CartPole-v1,100000.0,0.001,0.99,2
176,22.0,CartPole-v1,100000.0,0.001,0.99,2
177,27.0,CartPole-v1,100000.0,0.001,0.99,2
178,21.0,CartPole-v1,100000.0,0.001,0.99,2
179,11.0,CartPole-v1,100000.0,0.001,0.99,2
180,17.0,CartPole-v1,100000.0,0.001,0.99,2
181,14.0,CartPole-v1,100000.0,0.001,0.99,2
182,13.0,CartPole-v1,100000.0,0.001,0.99,2
183,28.0,CartPole-v1,100000.0,0.001,0.99,2
184,16.0,CartPole-v1,100000.0,0.001,0.99,2
185,29.0,CartPole-v1,100000.0,0.001,0.99,2
186,12.0,CartPole-v1,100000.0,0.001,0.99,2
187,16.0,CartPole-v1,100000.0,0.001,0.99,2
188,20.0,CartPole-v1,100000.0,0.001,0.99,2
189,11.0,CartPole-v1,100000.0,0.001,0.99,2
190,18.0,CartPole-v1,100000.0,0.001,0.99,2
191,53.0,CartPole-v1,100000.0,0.001,0.99,2
