Episode,Episode Score,Environment,Max Episodes,Learning Rate,Gamma,Seed
1,17.0,CartPole-v1,100000.0,0.001,0.99,0
2,10.0,CartPole-v1,100000.0,0.001,0.99,0
3,47.0,CartPole-v1,100000.0,0.001,0.99,0
4,10.0,CartPole-v1,100000.0,0.001,0.99,0
5,38.0,CartPole-v1,100000.0,0.001,0.99,0
6,24.0,CartPole-v1,100000.0,0.001,0.99,0
7,20.0,CartPole-v1,100000.0,0.001,0.99,0
8,12.0,CartPole-v1,100000.0,0.001,0.99,0
9,18.0,CartPole-v1,100000.0,0.001,0.99,0
10,10.0,CartPole-v1,100000.0,0.001,0.99,0
11,23.0,CartPole-v1,100000.0,0.001,0.99,0
12,10.0,CartPole-v1,100000.0,0.001,0.99,0
13,53.0,CartPole-v1,100000.0,0.001,0.99,0
14,24.0,CartPole-v1,100000.0,0.001,0.99,0
15,11.0,CartPole-v1,100000.0,0.001,0.99,0
16,23.0,CartPole-v1,100000.0,0.001,0.99,0
17,13.0,CartPole-v1,100000.0,0.001,0.99,0
18,19.0,CartPole-v1,100000.0,0.001,0.99,0
19,11.0,CartPole-v1,100000.0,0.001,0.99,0
20,15.0,CartPole-v1,100000.0,0.001,0.99,0
21,13.0,CartPole-v1,100000.0,0.001,0.99,0
22,21.0,CartPole-v1,100000.0,0.001,0.99,0
23,39.0,CartPole-v1,100000.0,0.001,0.99,0
24,11.0,CartPole-v1,100000.0,0.001,0.99,0
25,12.0,CartPole-v1,100000.0,0.001,0.99,0
26,21.0,CartPole-v1,100000.0,0.001,0.99,0
27,11.0,CartPole-v1,100000.0,0.001,0.99,0
28,9.0,CartPole-v1,100000.0,0.001,0.99,0
29,22.0,CartPole-v1,100000.0,0.001,0.99,0
30,46.0,CartPole-v1,100000.0,0.001,0.99,0
31,48.0,CartPole-v1,100000.0,0.001,0.99,0
32,23.0,CartPole-v1,100000.0,0.001,0.99,0
33,17.0,CartPole-v1,100000.0,0.001,0.99,0
34,10.0,CartPole-v1,100000.0,0.001,0.99,0
